"TID","CN"
"TID_BRAWL_BOX_INFO_CATEGORIES","\n\n<CATEGORY1>：<NUM1>%\n稀有英雄：<NUM2>%<GAR_HERO_1>\n超稀有英雄：<NUM3>%<GAR_HERO_2>\n史诗英雄：<NUM4>%<GAR_HERO_3>\n神话英雄：<NUM5>%<GAR_HERO_4>\n传奇英雄：<NUM6>%<GAR_HERO_5>\n星徽之力：<NUM7>%<GAR_STAR_POWER>\n随身妙具：<NUM8>%<GAR_ACCESSORY>"
"TID_BRAWL_BOX_INFO_FOOTER","\n\n此外，每个乱斗宝箱有额外9%的概率开出宝石、3%的概率开出双倍奖章加成。注意，只有当您的英雄达到9级后，才有机会从宝箱中开出相应的星徽之力。一旦您已经解锁了某个类别的所有奖励（例如稀有英雄），那么开出其他奖励的概率将提高。幸运系统：为了让开箱体验更加公平，游戏中特别加入了幸运系统，该系统将影响开出传奇英雄的概率。每一次开箱，如果没有获得新英雄，您的幸运值都会提升；如果获得了新英雄，幸运值会根据所获得英雄的稀有度而降低。当幸运值足够高时，开出传奇英雄的概率会显著提升，而幸运值很低时，则较难开出传奇英雄。游戏初期宝箱里的内容都是预先设置好的，以保证每位玩家都能处在同一起跑线。"
"TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS","战力能量+金币"
"TID_BRAWL_BOX_INFO_COINS","金币"
"TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN","（<DRAWS>个乱斗宝箱内必定开出）"
"TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN","（<DRAWS>个乱斗宝箱内必定开出）"
"TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN","（<DRAWS>个乱斗宝箱必定开出）"
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","收集"
"TID_PAGE_FRIENDS_TITLE","好友"
"TID_PAGE_FRIENDS_TITLE2","与好友组队作战！"
"TID_PAGE_FRIENDS_ADD_FRIENDS","添加好友"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","连接Facebook账号，或添加游戏内好友，即可与他们并肩作战！"
"TID_PAGE_FRIENDS_NO_FRIENDS","连接Facebook账号，或添加游戏内好友，即可与他们并肩作战！"
"TID_FRIENDS_TITLE","<COUNT>名好友"
"TID_FRIENDS_TAB_1","好友列表"
"TID_FRIENDS_TAB_2","推荐好友"
"TID_FRIENDS_TAB_3","好友请求"
"TID_TOTAL","总计"
"TID_BRAWL_BOX_INFO_TITLE_2","乱斗宝箱信息"
"TID_BRAWL_BOX_INFO_TITLE_3","超级宝箱信息"
"TID_OFFER_ALSO_INCLUDES","特惠还包含"
"TID_OFFER_VALUE_TITLE","超值"
"TID_OFFER_VALUE","+<VALUE>%"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","拖动<cff9900>黄色摇杆</c>进行瞄准！"
"TID_HERO_STATS_TITLE","英雄属性"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","剩余物品："
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","剩余奖励："
"TID_GATCHA_SCREEN_YOU_GOT","您获得了："
"TID_GATCHA_SCREEN_BONUSES","额外奖励："
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","已解锁！"
"TID_HERO_LIST_ITEM_UPGRADE","升级"
"TID_SHOP_CLAMIMED","已领取"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","已领取该物品"
"TID_ONLINE","在线"
"TID_LEADERBOARD","排行榜"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\n您的门票已用完。"
"TID_HERO_LIST_NEW","新"
"TID_HAMMER_DUDE","弗兰肯"
"TID_HOLD_PHONE_LIKE_THIS","请这样手持设备"
"TID_HINT_FINGER_TAP_TAP","点击摇杆"
"TID_HINT_FINGER_DRAG","拖动进行瞄准"
"TID_MOVE_HERE","移到这里"
"TID_HINT_HEADER","提示："
"TID_HINT_0","您可以点击<ccc0033>红色摇杆</c>，朝最近的敌人快速射击。"
"TID_HINT_1","您可以点击<cff9900>黄色摇杆</c>，朝最近的敌人快速释放超级技能。"
"TID_HINT_2","您可以拖动<ccc0033>红色摇杆</c>进行瞄准射击。"
"TID_HINT_3","您可以拖动<cff9900>黄色摇杆</c>为超级技能瞄准。"
"TID_HINT_4","要取消瞄准，您只需将摇杆拖回中间位置。"
"TID_HINT_5","系统会根据您所选英雄的奖杯数为您匹配对手，因此解锁新英雄之后是收集奖杯的好时机。"
"TID_HINT_6","解锁的英雄越多，就越容易提升总奖杯数和获得奖励。"
"TID_HINT_7","佩佩发射的子弹飞行距离越远，造成的伤害越高。"
"TID_HINT_8","巴利的超级技能攻击距离越近，威力越大，因为近距离时酒瓶会集中落在一个很小的范围内。"
"TID_HINT_9","瑞科的子弹每次弹射都能增加飞行距离。"
"TID_HINT_10","点击屏幕右侧任意位置，均可激活<ccc0033>红色摇杆</c>进行射击。"
"TID_HINT_11","普通攻击和超级技能都有两种射击模式：点击以快速射击和拖动摇杆以瞄准射击。"
"TID_HINT_12","拖动射击适合用来预判目标走位。"
"TID_HINT_13","快速射击适用于来不及瞄准的突发状况。"
"TID_HINT_14","快速射击用来攻击近距离目标效果显著。"
"TID_HINT_15","只要敌人离你足够近，即使你躲在草丛中他们也能发现你。"
"TID_HINT_16","快速射击会朝敌人目前所在的位置开火，并不会预判敌人的移动方向。"
"TID_HINT_17","通过手动瞄准，朝草丛开火，可以判断草丛中是否藏有敌人。"
"TID_HINT_18","快速射击适合攻击静止不动的敌人。"
"TID_HINT_19","快速射击适合攻击正面朝你靠近或正在直线躲开你的敌人。"
"TID_HINT_20","如果受到伤害或发动攻击，即使你躲在草丛中，敌人也会发现你的踪迹。"
"TID_HINT_21","躲在草丛里不会被敌人发现。"
"TID_HINT_22","如果使用快速射击，即使附近没有敌人，您的英雄也会发动攻击。"
"TID_VS_TUTORIAL","收集所有<ce662f9>宝石</c>"
"TID_USE_MANUAL_FIRE_TUTORIAL","拖动<ccc0033>红色摇杆</c>进行瞄准！"
"TID_TUTORIAL_GOOD_JOB_2","干得好！这些<cff6633>橙色能量条</c>代表您的弹药量。我会尽快装填弹药！"
"TID_TUTORIAL_GOOD_JOB_3","干得漂亮！击中敌军即可为您的<cff9900>超级技能</c>充能！"
"TID_TUTORIAL_GOOD_JOB_4","干得漂亮！"
"TID_SPECTATE_PLAYER_BUTTON","观战"
"TID_SPECTATE_FAILED","无法观战"
"TID_ACCOUNT_DISABLED_TEXT","账号被永久关闭"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","由于账号主人申请删除账号，本账号已被永久关闭，且无法再恢复。"
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","由于长期没有登录，该账号已被永久关闭，且无法再恢复。"
"TID_ACCOUNT_DELETION_WARNING_TITLE","账号关闭警告"
"TID_ACCOUNT_DELETION_WARNING_TEXT","根据您的请求，您的账号即将被关闭。如果您不希望进行此操作，请在游戏内点击\q帮助与支持\q联系玩家支持团队取消您的请求。"
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","根据您的请求，您的账号即将被关闭。如果您不希望进行此操作，请在游戏内点击\q帮助与支持\q联系玩家支持团队取消您的请求。"
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","您已经加入该战队！"
"TID_CONFIRM_CHANGE_CLAN_TITLE","更换战队？"
"TID_CONFIRM_CHANGE_CLAN","您已加入一个战队！您确定要更换战队吗？"
"TID_CONFIRM_CLAN_FULL_TITLE","战队已满！"
"TID_CONFIRM_CLAN_FULL","无法加入<clan>。该战队已满！"
"TID_BUTTON_CHANGE","更换"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","加入战队前请先完成教程"
"TID_CLAN_INTRO_INVITE","分享邀请"
"TID_INVITE_CLAN_TOKEN_ERROR","生成邀请出错"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","只有队长和副队长能邀请新队员加入"
"TID_FRIENDS_FACEBOOK_CONNECT","连接"
"TID_FRIENDS_PAGE_INVITE","分享邀请"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","点击该链接，与<name>一起组队畅玩《荒野乱斗》！"
"TID_SHARE_GAME_ROOM_POST_TITLE","邀请加入小队"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","小队代码已复制到剪贴板！"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","确定"
"TID_TEAM_INVITE_BUTTON_LABEL","分享小队代码"
"TID_TEAM_INVITE_EXPIRED","<NAME>发送的邀请已失效"
"TID_TEAM_INVITATION_POPUP_TITLE","组队邀请"
"TID_TEAM_INVITATION_POPUP_ACCEPT","接受"
"TID_TEAM_INVITATION_POPUP_REJECT","拒绝"
"TID_TEAM_INVITATION_POPUP_MUTE","屏蔽 <NAME> 10分钟"
"TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE","锦标赛对战"
"TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM","屏蔽\n10分钟"
"TID_BATTLE_ROYALE_5","酸性毒沼"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","已获得\n全部奖章"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","该测试版尚未开启游戏内购"
"TID_SHOP_CHINA_WARNING","请适度娱乐理性消费"
"TID_GATCHA_AD_STATUS_VIEW","观看广告\n选择一项奖励翻倍！"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","获取更多奖励！"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","每日观看次数已达上限"
"TID_GATCHA_AD_STATUS_NO_VIDEO","未找到视频"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","继续"
"TID_AD_DOUBLER_TITLE","选择要翻倍的奖励"
"TID_AD_DOUBLER_CONTINUE","继续"
"TID_GATCHA_CONTINUE","确认"
"TID_HINT_23","每个英雄都有最适合发挥自己优势的地图和活动。"
"TID_HINT_24","射程远的英雄更适合在开阔的地图上作战。"
"TID_HINT_25","射程近的英雄更适合在草丛和掩体多的地图上作战。"
"TID_SPEC_ABI_SELF_DESTRUCT","终极炮击"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","当潘妮的舰炮被摧毁时，会朝附近的敌人发射出<VALUE2>颗炮弹，每颗炮弹可造成<c00cc00><VALUE1></c>伤害。"
"TID_EVENT_LIST_BRAWL","对战"
"TID_INVITE_COPIED_TO_CLIPBOARD","邀请链接已复制到剪贴板！"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","确定"
"TID_FRIEND_INVITE_POST_MESSAGE","点击该链接，在《荒野乱斗》中将<friend>加为好友！"
"TID_FRIEND_INVITE_POST_TITLE","邀请好友！"
"TID_ALLIANCE_JOIN_POST_MESSAGE","点击该链接，加入我的《荒野乱斗》战队！"
"TID_ALLIANCE_JOIN_POST_TITLE","邀请好友加入您的战队！"
"TID_HOMESCREEN_MODE_LOCKED","总奖杯数达到<COUNT>即可在此对战！"
"TID_GAMEROOMS_PLAYERS_ONLINE","<count>名好友在线"
"TID_ARTILLERY_DUDE_SHORT_DESC","射手"
"TID_HAMMER_DUDE_SHORT_DESC","坦克"
"TID_HAMMER_DUDE_DESC","弗兰肯的巨锤能砸出冲击波攻击敌人。他的超级技能威力惊人，能击晕敌人！"
"TID_HAMMER_DUDE_WEAPON","重锤出击"
"TID_HAMMER_DUDE_WEAPON_DESC","弗兰肯的巨锤非常沉重，需要花些时间蓄力才能把它挥出去。奋力挥出的巨锤威力巨大，能砸出冲击波！"
"TID_HAMMER_DUDE_ULTI","眩晕猛击"
"TID_HAMMER_DUDE_ULTI_DESC","在弗兰肯最强力的猛击下颤抖吧！猛击发出的一道冲击波不仅能摧毁掩体，还能把敌人击晕，使其一段时间不能动弹。"
"TID_SPEC_ABI_STEAL_SOULS2","力量夺取"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","击败敌方英雄后，弗兰肯能够偷走对方的力量，在<VALUE2>秒内使自己的伤害提升<c00cc00><VALUE1>%</c>。"
"TID_ONLINE_FRIENDS_TITLE","在线玩家"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","成为最后生还的队伍！"
"TID_VS_TEAM_SHOWDOWN","每支队伍\n各自为战"
"TID_FIRST_WIN","胜利奖章"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","您的队伍是第一名！"
"TID_HOMESCREEN_MODE_LOCKED_INFO","达到<count>奖杯后解锁"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","荣誉之路"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","收集"
"TID_STAR_POWER_INFO","星徽之力：<cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWERS_TITLE","星徽之力"
"TID_ACCESSORIES_TITLE","随身妙具"
"TID_ACCESSORY_TITLE","随身妙具"
"TID_ACCESSORIES_INFO","随身妙具：<cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWER_STATUS_1_1","<c00ff00>已选择</c>"
"TID_STAR_POWER_STATUS_0_0","尚未获得该星徽之力"
"TID_ACESSORIES_STATUS_0_0","您尚未获得该随身妙具"
"TID_STAR_POWERS_PICK","选择"
"TID_LEAGUE_NAME_0","新手"
"TID_LEAGUE_NAME_1","青铜"
"TID_LEAGUE_NAME_2","白银"
"TID_LEAGUE_NAME_3","黄金"
"TID_LEAGUE_NAME_4","钻石"
"TID_LEAGUE_NAME_5","大师"
"TID_LEAGUE_NAME_6","冠军"
"TID_LEAGUE_NAME_7","全明星"
"TID_SPECIAL_EVENTS","每日活动"
"TID_SPECIAL_EVENT","特别活动："
"TID_SPECIAL_EVENT_DESC","记得每天回来看看每日活动哦！"
"TID_SPECIAL_EVENTS_MOD","特别活动"
"TID_SPECIAL_EVENT_MOD_DESC","记得经常回来看看有什么特别活动哦！"
"TID_PLAYING_AGAIN","继续组队<c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","再来一场"
"TID_BRAWL_BOX_INFO_TITLE_1","大型宝箱信息"
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","收集10枚胜利奖章即可获得一个大型宝箱！"
"TID_KEY_BAR_INFO","您可以从对战中赢得的<c33a5d7>奖章</c>数量。\n\n奖章可以用来打开乱斗宝箱。"
"TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT","双倍奖章活动\n通过常规对战获得的<c33a5d7>奖章</c>数量加倍。\n\n奖章可以用来打开乱斗宝箱。"
"TID_KEY_BAR_INFO_COIN_SHOWER_EVENT","堆金如山活动\n参加对战，赢取<cff8E1b>金币</c>！\n\n对战结束后，您每赢得1枚奖章，就将获得1枚金币。双倍奖章加成提供的奖章也能获得金币奖励！\n\n金币可用于升级英雄。"
"TID_NEW_ONLINE_FRIEND","在线玩家"
"TID_NEW_GAME_ROOM","创建小队"
"TID_KEY_BAR_TITLE","对战可获得的奖章数量"
"TID_PLAYAGAIN_QUIT","退出"
"TID_BATTLE_END_WAITING","等待其他玩家"
"TID_ERROR_REPLAY_WAITING","正在等待回放"
"TID_ERROR_REPLAY_NOT_POSSIBLE","回放不可用"
"TID_ERROR_SPECTATE_WAITING","正在等待观战"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","该玩家目前未进行对战"
"TID_BRAWL_TV_STARTING","乱斗TV载入中..."
"TID_ERROR_BRAWL_TV_WAITING","乱斗TV处理中..."
"TID_BRAWL_TV_QUIT","乱斗TV-<NUM>"
"TID_ERROR_BRAWL_TV_TUNE_FAILED","乱斗TV-<NUM>无节目 - 切换中"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME","下一节目倒计时：<NUM>秒"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON","自动播放"
"TID_BRAWL_TV_OFF_RETURN_HOME","退出乱斗TV"
"TID_FIRST_WIN_INFO_SURVIVAL","首次在联机对战打进前四即可获得一枚<cff8E1b>胜利奖章</c>。"
"TID_TEAM_POPOVER_YOUR_ROOM","这是您的小队"
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","小队目前没有进行对战。"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","无法加入，您已在该小队中。"
"TID_TEAM_AD_JOIN_FAIL_FULL","无法加入，小队已满。"
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","无法开始游戏，门票不足。"
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","该活动不支持组队游戏。"
"TID_GAME_MODE_UNLOCKED","已解锁"
"TID_ERROR_SPECTATE_DISABLED","由于技术原因，暂时无法观战。"
"TID_SPECTATE_FOLLOW","点击跟随："
"TID_SPECTATE_FOLLOWING","镜头跟随："
"TID_FIRST_WIN_INFO_TICKETED_EVENT","进行首场对战可获得一枚<cff8E1b>胜利奖章</c>。"
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","首次在联机对战打进前二即可获得一枚<cff8E1b>胜利奖章</c>。"
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","进行联机对战，单人打进前四、双人打进前二即可获得一枚<cff8E1b>胜利奖章</c>。"
"TID_CONNECTING_WAIT_FOR_SPECTATE","等待观战..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","观看广告\n选择一项奖励翻倍！\n今天还可观看<VIEWCOUNTREM>次"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","观看广告\n选择一项奖励翻倍！\n今天还可观看<VIEWCOUNTREM>次"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","获取更多奖励！\n今天剩余<VIEWCOUNTREM>次"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","获取更多奖励！\n今天剩余<VIEWCOUNTREM>次"
"TID_CANNON_DAMAGE","炮击伤害"
"TID_CANNON_HEALTH","舰炮生命值"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","该玩家待处理的好友请求过多，请稍后重试。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","您发送的好友请求过多，请删除一个请求后重试。"
"TID_ADD_FRIEND_ERROR_GENERIC","无法发送好友请求，请稍后重试。"
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","您要添加的好友不存在。"
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","无法添加自己为好友！"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","该玩家的好友列表已满，请稍后重试。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","您的好友列表已满，请移除一名好友后重试。"
"TID_HINT_26","如果敌人排成一列，潘妮能对他们造成大量溅射伤害。"
"TID_HINT_27","在对战前组建小队，可以更好地做战术安排，还可以挑选最佳英雄组合。"
"TID_HINT_28","友谊战不仅可以用来为活动热身、与朋友切磋，还有多种用途！"
"TID_HINT_29","如果与新队友配合默契，点击\q再来一场\q，即可与他们继续并肩作战！"
"TID_HINT_30","在友谊战中，您可以挑选任意活动和地图，同时所有英雄都将暂时升至满级！"
"TID_HINT_31","弗兰肯在攻击和使用超级技能时无法移动，对手可以趁机逃离他的攻击范围。"
"TID_EXPERIENCE","经验"
"TID_HINT_32","门票活动不会消耗奖章池，但是需要门票才能参加。"
"TID_HINT_33","您可以在战队成员名单中向战队成员发送好友请求。"
"TID_HINT_34","您可以向小队队友发送好友请求。"
"TID_HINT_35","跟其他玩家一起打完几场精彩的对战后，您可以在\q推荐好友\q中找到他们，并给他们发送好友请求。"
"TID_HINT_36","您可以向小队队友发送好友请求。"
"TID_HINT_37","您可以点击\q发送邀请\q按钮，邀请您的好友和战队成员一同游戏。"
"TID_COOP_GENERATED","喧哗竞技场"
"TID_MECHANIC_KNIGHT_SKIN","龙骑士杰西"
"TID_FRANK_CAVEMAN_SKIN","原始人弗兰肯"
"TID_SOLO","单人"
"TID_DUO","双人"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","好友列表已满！"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","已发送太多好友请求，请稍后重试。"
"TID_INVITE_FRIEND_TOKEN_ERROR","邀请好友时出错"
"TID_GOLDRUSH_9","静谧池塘"
"TID_TEAM_JOIN_FINISH_TUTORIAL","完成教程后才能加入小队"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","登录失败"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","《荒野乱斗》尚未在您所在的国家开启测试。请保持关注！"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","好的"
"TID_CROW_PHEONIX_SKIN","凤凰火鸦"
"TID_MECHANIC_SUMMER_SKIN","夏日杰西"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","摇滚巨星\n柯尔特"
"TID_ROCKET_BEACH_SKIN_SHOP","沙滩布洛克"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","粉红斯派克"
"TID_SHAMAN_PANDA_SKIN_SHOP","熊猫妮塔"
"TID_CROW_WHITE_SKIN_SHOP","神秘白鸦"
"TID_BULL_HAIR_SKIN_SHOP","维京公牛"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","纯金瑞科谢"
"TID_BARKEEP_GOLD_SKIN_SHOP","金色巴利"
"TID_LUCHADOR_RUDO_SKIN_SHOP","邪魅普里莫"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","侠盗雪莉"
"TID_LUCHADOR_KING_SKIN_SHOP","王者普里莫"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","龙骑士杰西"
"TID_FRANK_CAVEMAN_SKIN_SHOP","原始人\n弗兰肯"
"TID_MECHANIC_SUMMER_SKIN_SHOP","夏日杰西"
"TID_CROW_PHEONIX_SKIN_SHOP","凤凰火鸦"
"TID_GOLDRUSH_10","回声洞穴"
"TID_BANKHEIST_5","华丽围栏"
"TID_BATTLE_ROYALE_D7","大快朵颐"
"TID_BATTLE_ROYALE_8","孤岛争雄"
"TID_BATTLE_ROYALE_6","洞穴迷宫"
"TID_CLAN_CHAT_JUMP_TO_NEW","<count>条新信息"
"TID_CLAN_CHAT_NEW","新"
"TID_BANKHEIST_6","迂回岔路"
"TID_GOLDRUSH_11","积水矿场"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","您必须通过Google Play商店下载《荒野乱斗》测试版（仅支持部分国家）。目前《荒野乱斗》尚不支持在Root后的设备上进行游戏。请继续关注我们的游戏！"
"TID_RATE_APP_MESSAGE_ANDROID","请在Google Play商店对《荒野乱斗》(Brawl Stars)进行评分，并留下您的宝贵意见！"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","登录新的Google Play账号"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","您想将当前游戏进度与该Google Play账号关联吗？"
"TID_SHOWDOWN_END","生死决战！"
"TID_SETTINGS_FIXES_JOYSTICK","锁定移动控制摇杆"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","简体中文"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","更改语言？"
"TID_POPUP_CHANGE_LANGUAGE","您确定要更改语言吗？"
"TID_SKIN_RARITY_1","<cffffff>普通</c>"
"TID_SKIN_RARITY_2","<c0070dd>稀有</c>"
"TID_SKIN_RARITY_3","<ca335ee>史诗</c>"
"TID_SKIN_RARITY_4","<cff8000>传奇</c>"
"TID_BANKHEIST_7","荒漠走廊"
"TID_BATTLE_ROYALE_9","西风峡谷"
"TID_BATTLE_ROYALE_10","沙丘漂流"
"TID_NO_FRIENDS_GO_TO_FRIENDS","前往好友列表"
"TID_EVENT_MODIFIER_1","能量饮料"
"TID_EVENT_MODIFIER_2","愤怒机甲"
"TID_EVENT_MODIFIER_3","流星火雨"
"TID_EVENT_MODIFIER_4","暗夜夺魂"
"TID_EVENT_MODIFIER_DESC_1","如果您身旁没有别的玩家，能量饮料就有可能出现在您的附近。拾取能量饮料能在短时间内大幅提升您英雄的攻击力，并提高移动速度！"
"TID_EVENT_MODIFIER_DESC_2","当心，愤怒的机甲可能会随机出现在地图任意位置，并朝离它最近的英雄发动攻击！"
"TID_EVENT_MODIFIER_DESC_3","现在可不是停下来欣赏流星雨的时候，被这些落下来的巨石砸中可是会很疼的！"
"TID_BALL_4","绿荫球场"
"TID_EVENT_MODIFIER_DESC_4","您的生命值会不断流失，但是对敌方英雄造成伤害可为您恢复部分生命值，击败敌方英雄则可以恢复全部生命值！所有治疗能力的效果都将降低。"
"TID_BALL_5","乱斗球场"
"TID_BALL_6","超级体育场"
"TID_BALL_7","水塘漫步"
"TID_BANKHEIST_8","恐怖隧道"
"TID_EVENT_MODIFIER_DESC_3_SD","巨石会从天而降，英雄聚集的地方会更加危险！"
"TID_DEFEATED_SHOWDOWN","战败"
"TID_OFFER_WATCH_AD","观看广告"
"TID_ERROR_REPLAY_DISABLED","无法回放"
"TID_WANTED_9","大运河"
"TID_HOOK","吉恩"
"TID_STAR_KEY_INFO_EXTENSION","\n\n胜利奖章可用来打开大型宝箱。"
"TID_TEAM_OWNER_TEXT","<NAME>的小队"
"TID_SPECTATE_AUTO","自动"
"TID_BATTLE_ROYALE_11","奇异弧线"
"TID_FRIEND_POPOVER_INVITE","邀请组队"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","该玩家已加入您的小队"
"TID_TEAM_ERROR_ALREADY_INVITED","该玩家已被邀请！"
"TID_BATTLE_ROYALE_D2","风暴平原"
"TID_UNDERTAKER_GREASER_SKIN","乡村摇滚莫提斯"
"TID_COMMUNITY_PROPS","此地图由玩家设计！\n\n地图创意：\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","炙热迷宫"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","该玩家已加入其他小队"
"TID_HINT_38","如果某位英雄脚下有转动的蓝圈，说明其超级技能已经充能完毕！"
"TID_HINT_39","如果某位英雄脚下有转动的黄圈，说明其正在瞄准超级技能！"
"TID_EVENT_NOT_AVAILABLE","没有活动"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","没有广告可供观看，请稍后重试！"
"TID_SHOP_NOT_AVAILABLE","不可用"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","乡村摇滚\n莫提斯"
"TID_HINT_40","在设置界面连接Supercell ID可以保护您的账号并让您在多台设备上进行游戏，还能获得一款免费皮肤！"
"TID_GACHA_VIDEO_REWARD_RECEIVED","额外奖励已添加！"
"TID_BUTTON_NAVI_SHOP","商店"
"TID_BUTTON_NAVI_SOCIAL","社交"
"TID_BUTTON_NAVI_BRAWLERS","英雄"
"TID_BRAWL_TICKETS_BUTTON","对战"
"TID_HOME_SCREEN_INVITE","邀请"
"TID_HINT_41","您的总奖杯数是每个英雄的奖杯数之和。"
"TID_GOAL","<name>得分！"
"TID_EVENT_MODIFIER_5","愈伤蘑菇"
"TID_EVENT_MODIFIER_DESC_5","地图上会随机出现愈伤蘑菇！它会在一定时间内治疗所有附近的英雄。"
"TID_EVENT_MODIFIER_DESC_5_SD","地图上会随机出现愈伤蘑菇，但英雄聚集的地方蘑菇不会生长。"
"TID_NINJA","里昂"
"TID_ROSA","罗莎"
"TID_HINT_42","只要一段时间没有受伤或发动攻击，您的英雄就会自动恢复生命值。"
"TID_HOOK_SHORT_DESC","辅助"
"TID_HOOK_DESC","吉恩的神灯可以发射会分裂的魔焰攻击敌人。他的超级技能是伸出神秘魔手把敌人拉到自己身边！"
"TID_SPEC_ABI_HOOK","治愈魔雾"
"TID_SPEC_ABI_HOOK_DESC","吉恩每秒为身边的队友恢复<c00cc00><VALUE1></c>生命值。"
"TID_HOOK_WEAPON","魔焰冲击"
