"TID","ID"
"TID_SPEC_ABI_PUSHBACK_SELF","Lompatan Dinamit"
"TID_VIEW_PROFILE_BUTTON","Tampilkan Profil"
"TID_REPORT_PLAYER_BUTTON","LAPORKAN"
"TID_CHAT_REPORT_CONFIRMATION_TITLE","Laporkan <name>?"
"TID_CHAT_REPORT_CONFIRMATION","\n\nYakin ingin melaporkan <name> karena perilaku tidak santun?"
"TID_PLAYER_ALREADY_REPORTED","Pemain ini telah dilaporkan!"
"TID_STARTER_PACK_4","Paket Level 35"
"TID_NEED_HERO","Tidak dapat membeli Kostum. Harus membuka Jagoan terlebih dahulu."
"TID_EVENT_ENDING","<GAMEMODE> segera berakhir!"
"TID_TEAM_DISPLAY_TITLE_CLAN","TIM GENG"
"TID_TEAM_DISPLAY_TITLE_FRIENDS","TIM TEMAN"
"TID_TICKETS_REVEIVED","<AMOUNT> tiket acara diterima!"
"TID_TUTORIAL_12","Kita sudah mendapatkan PERMATANYA, ayo kita keluar!"
"TID_NO_TARGET_HINT","Tidak ada target tersedia untuk TEMBAK CEPAT!"
"TID_CAN_NOT_AUTOSHOOT","Tidak ada TEMBAK CEPAT untuk Serangan Super ini"
"TID_VS","VS"
"TID_VS_SHOWDOWN","Setiap Jagoan bertempur untuk dirinya sendiri!"
"TID_HAS_LASER_BALL_HINT","Tidak bisa TEMBAK CEPAT saat memegang Bola"
"TID_CLAN_RESPONSE_44","Gagal bergabung: Kamu sudah ikut Geng"
"TID_SHOTGUN_GIRL_SHORT_DESC","PETARUNG"
"TID_GUNSLINGER_SHORT_DESC","PENEMBAK JITU"
"TID_BULL_DUDE_SHORT_DESC","KELAS BERAT"
"TID_ROCKET_GIRL_SHORT_DESC","PENEMBAK JITU"
"TID_TNT_DUDE_SHORT_DESC","PELEMPAR"
"TID_LUCHADOR_SHORT_DESC","KELAS BERAT"
"TID_TRICKSHOT_DUDE_SHORT_DESC","PENEMBAK JITU"
"TID_CACTUS_SHORT_DESC","PENEMBAK JITU"
"TID_BARKEEP_SHORT_DESC","PELEMPAR"
"TID_MECHANIC_SHORT_DESC","PETARUNG"
"TID_SHAMAN_SHORT_DESC","PETARUNG"
"TID_UNDERTAKER_SHORT_DESC","PETARUNG LINCAH"
"TID_CROW_SHORT_DESC","AHLI RACUN"
"TID_DEAD_MARIACHI_SHORT_DESC","PENDUKUNG"
"TID_BOW_DUDE_SHORT_DESC","PETARUNG"
"TID_SNIPER_SHORT_DESC","PENEMBAK JITU"
"TID_MINIGUN_DUDE_SHORT_DESC","PENDUKUNG"
"TID_BLACK_HOLE_SHORT_DESC","PETARUNG"
"TID_BARREL_BOT_SHORT_DESC","KELAS BERAT"
"TID_CLAN_INTRO_SUGGESTED_CLANS","GENG TERBAIK UNTUKMU"
"TID_CLAN_INTRO_CREATE_TITLE","KENAPA TIDAK MEMBUAT GENG SENDIRI?"
"TID_CLAN_INTRO_HEADER","GENG"
"TID_CLAN_INFO_TITLE","INFO GENG"
"TID_CLAN_INFO_NO_DESCRIPTION","TIDAK ADA DESKRIPSI GENG"
"TID_EVENT_POPUP_TITLE","AYO BERLAGA!"
"TID_GOLDRUSH_8","Dataran Safir"
"TID_USE_AUTOFIRE_TUTORIAL","KETUK <ccc0033>KONTROL MERAH</c> untuk menembak lawan terdekat!"
"TID_BRAWL_BOX_INFO_1","Hadiah satu Kotak Besar setara dengan tiga Kotak Jagoan. Tetapi, Poin Kekuatan akan dibagikan ke lebih sedikit Jagoan.\n\nKamu akan mendapatkan tiga undian acak, masing-masing dengan peluang hadiah sebagai berikut:"
"TID_BRAWL_BOX_INFO_2","Masing-masing Kotak Jagoan berisi salah satu dari barang berikut: Jagoan baru, Poin Kekuatan + Koin, atau Kekuatan Bintang. Selain itu, kamu bisa mendapatkan bonus Pengganda Token.\n\nPeluang hadiah antara lain:"
"TID_BRAWL_BOX_INFO_3","Hadiah satu Kotak Mega setara dengan sepuluh Kotak Jagoan. Tetapi, Poin Kekuatan akan dibagikan ke lebih sedikit Jagoan.\n\nKamu mendapat sepuluh undian acak, masing-masing dengan peluang hadiah sebagai berikut:"
"TID_BRAWL_BOX_INFO_CATEGORIES","\n\n<CATEGORY1> : <NUM1>%\nJagoan Langka : <NUM2>%<GAR_HERO_1>\nJagoan Super Langka : <NUM3>%<GAR_HERO_2>\nJagoan Epik : <NUM4>%<GAR_HERO_3>\nJagoan Mistis : <NUM5>%<GAR_HERO_4>\nJagoan Legendaris : <NUM6>%<GAR_HERO_5>\nKekuatan Bintang : <NUM7>%<GAR_STAR_POWER>\nGadget : <NUM8>%<GAR_ACCESSORY>"
"TID_BRAWL_BOX_INFO_FOOTER","\n\nSelain itu, tiap undian memberimu 9 % peluang meraih Permata dan 3 % peluang meraih Pengganda Token. Kekuatan Bintang hanya tersedia untuk Jagoan Level 9 ke atas. Setelah mendapatkan semua hadiah dengan jenis tertentu, misalnya Jagoan Langka, peluang meraih semua hadiah lain akan bertambah. Keberuntungan: agar pengalaman membuka Kotak Jagoan lebih adil untuk semua orang, ada sistem keberuntungan yang memengaruhi peluang mendapatkan Jagoan Legendaris. Untuk setiap undian yang tidak memberimu Jagoan baru, nilai keberuntungan akan naik. Setiap kali mendapatkan Jagoan baru, nilai keberuntungan akan turun mengikuti kelangkaan Jagoan yang didapat. Saat nilai keberuntungan cukup tinggi, peluang meraih Jagoan akan jadi semakin besar, sedangkan saat nilai keberuntungan rendah berarti akan lebih sulit meraih Jagoan Legendaris baru. Isi Kotak Jagoan di awal game telah ditentukan sebelumnya untuk memastikan awal yang adil bagi semua orang."
"TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS","Poin Kekuatan + Koin"
"TID_BRAWL_BOX_INFO_COINS","Koin"
"TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN","(dijamin dalam <DRAWS> undian)"
"TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN","(dijamin dalam <DRAWS> undian)"
"TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN","(dijamin dalam <DRAWS> undian)"
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","AMBIL"
"TID_PAGE_FRIENDS_TITLE","TEMAN"
"TID_PAGE_FRIENDS_TITLE2","Berlaga dengan Teman!"
"TID_PAGE_FRIENDS_ADD_FRIENDS","TAMBAHKAN TEMAN"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","Sambungkan ke Facebook atau cari teman dalam game untuk bermain bersama!"
"TID_PAGE_FRIENDS_NO_FRIENDS","Sambungkan ke Facebook atau cari teman dalam game untuk bermain bersama!"
"TID_FRIENDS_TITLE","<COUNT> teman"
"TID_FRIENDS_TAB_1","TEMAN"
"TID_FRIENDS_TAB_2","DISARANKAN"
"TID_FRIENDS_TAB_3","UNDANGAN"
"TID_TOTAL","TOTAL"
"TID_BRAWL_BOX_INFO_TITLE_2","INFO KOTAK JAGOAN"
"TID_BRAWL_BOX_INFO_TITLE_3","INFO KOTAK MEGA"
"TID_OFFER_ALSO_INCLUDES","PENAWARAN JUGA MENCAKUP"
"TID_OFFER_VALUE_TITLE","SENILAI"
"TID_OFFER_VALUE","+<VALUE>%"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","SERET <cff9900>KONTROL KUNING</c> untuk membidik!"
"TID_HERO_STATS_TITLE","STATISTIK JAGOAN"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","SISA BARANG:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","SISA BONUS:"
"TID_GATCHA_SCREEN_YOU_GOT","KAMU MENDAPATKAN:"
"TID_GATCHA_SCREEN_BONUSES","BARANG BONUS:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","TERBUKA!"
"TID_HERO_LIST_ITEM_UPGRADE","TINGKATKAN"
"TID_SHOP_CLAMIMED","Diklaim"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","Barang ini sudah diklaim"
"TID_ONLINE","ONLINE"
"TID_LEADERBOARD","PAPAN PERINGKAT"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nTiket habis!"
"TID_HERO_LIST_NEW","BARU"
"TID_HAMMER_DUDE","FRANK"
"TID_HOLD_PHONE_LIKE_THIS","PEGANG PERANGKATMU SEPERTI INI"
"TID_HINT_FINGER_TAP_TAP","KETUK! KETUK!"
"TID_HINT_FINGER_DRAG","SERET UNTUK MEMBIDIK"
"TID_MOVE_HERE","BERGERAK KE SINI"
"TID_HINT_HEADER","KIAT:"
"TID_HINT_0","Kamu bisa MENGETUK <ccc0033>KONTROL MERAH</c> untuk MENEMBAK CEPAT lawan terdekat."
"TID_HINT_1","Kamu bisa MENGETUK <cff9900>KONTROL KUNING</c> untuk MENEMBAK CEPAT lawan terdekat dengan serangan Super."
"TID_HINT_2","Kamu bisa MENYERET <ccc0033>KONTROL MERAH</c> untuk MEMBIDIK tembakan."
"TID_HINT_3","Kamu bisa MENYERET <cff9900>KONTROL KUNING</c> untuk MEMBIDIK Super."
"TID_HINT_4","Kamu bisa membatalkan bidikan dengan mengembalikan kontrol ke tengah."
"TID_HINT_5","Pencarian lawan dilakukan berdasar pada jumlah Trofi Jagoan yang dimainkan. Oleh karena itu, Trofi bisa didapatkan lebih mudah dengan Jagoan yang baru didapatkan."
"TID_HINT_6","Mendapatkan lebih banyak Jagoan akan memudahkanmu meraih lebih banyak total Trofi dan Hadiah."
"TID_HINT_7","Semakin jauh jarak tembakan Piper, kerusakan jadi semakin besar."
"TID_HINT_8","Serangan Super Barley semakin kuat pada jarak dekat karena botol jatuh di area yang lebih kecil."
"TID_HINT_9","Peluru Rico melesat semakin jauh saat dipantulkan."
"TID_HINT_10","Kamu bisa mengaktifkan <ccc0033>KONTROL MERAH</c> di bagian mana saja pada sisi kanan layar untuk menembak."
"TID_HINT_11","Serangan reguler dan super memiliki dua mode menembak: KETUK untuk TEMBAK CEPAT dan SERET untuk MEMBIDIK."
"TID_HINT_12","Membidik tembakan sangat bagus untuk melumpuhkan target yang bergerak."
"TID_HINT_13","TEMBAK CEPAT bagus untuk tembakan reaksi cepat saat tak ada waktu untuk membidik."
"TID_HINT_14","TEMBAK CEPAT bekerja sangat baik pada lawan yang dekat denganmu."
"TID_HINT_15","Saat kamu bersembunyi di balik semak, lawan bisa melihatmu jika mereka mendekat."
"TID_HINT_16","TEMBAK CEPAT menembak langsung ke arah lawan terdekat tanpa mempertimbangkan gerakan lawan."
"TID_HINT_17","Membidik tembakan bagus saat kamu menembak ke arah semak-semak untuk mencari lawan."
"TID_HINT_18","TEMBAK CEPAT bekerja sangat baik pada lawan yang tidak bergerak."
"TID_HINT_19","TEMBAK CEPAT bekerja sangat baik pada lawan yang bergerak lurus mendekat maupun menjauh."
"TID_HINT_20","Saat berada di semak, kamu akan terlihat lawan saat kamu menembak atau terkena serangan."
"TID_HINT_21","Gunakan semak untuk bersembunyi dari lawan."
"TID_HINT_22","Dengan TEMBAK CEPAT, kamu masih akan menembak meski tak ada lawan dalam jangkauanmu."
"TID_VS_TUTORIAL","Ambil semua <ce662f9>PERMATA</c>"
"TID_USE_MANUAL_FIRE_TUTORIAL","SERET <ccc0033>KONTROL MERAH</c> untuk membidik!"
"TID_TUTORIAL_GOOD_JOB_2","Kerja bagus! <cff6633>BILAH ORANYE</c> menunjukkan amunisi. Akan aku isi ulang secepat yang aku bisa."
"TID_TUTORIAL_GOOD_JOB_3","Kerja bagus! Mendaratkan serangan ke lawan akan mengisi <cff9900>SERANGAN SUPER</c>!"
"TID_TUTORIAL_GOOD_JOB_4","Kerja bagus!"
"TID_SPECTATE_PLAYER_BUTTON","Tonton"
"TID_SPECTATE_FAILED","Gagal menonton"
"TID_ACCOUNT_DISABLED_TEXT","Akun Dinonaktifkan"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","Akun ini telah dinonaktifkan karena adanya permintaan penghapusan. Akun tidak dapat dipulihkan."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","Akun ini telah dinonaktifkan karena tidak ada aktivitas. Akun tidak dapat dipulihkan."
"TID_ACCOUNT_DELETION_WARNING_TITLE","Peringatan Penghapusan Akun"
"TID_ACCOUNT_DELETION_WARNING_TEXT","Menanggapi permintaanmu, akun akan segera dihapus. Jika berubah pikiran, hubungi Bantuan dan Dukungan sesegera mungkin untuk membatalkan permintaan penghapusan."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","Menanggapi permintaanmu, akun akan segera dihapus. Jika berubah pikiran, hubungi Bantuan dan Dukungan sesegera mungkin untuk membatalkan permintaan penghapusan."
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","Kamu sudah ikut Geng ini!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","Ganti Geng?"
"TID_CONFIRM_CHANGE_CLAN","Kamu sudah ikut satu Geng! Yakin ingin berganti Geng?"
"TID_CONFIRM_CLAN_FULL_TITLE","Geng Penuh!"
"TID_CONFIRM_CLAN_FULL","Tidak dapat bergabung dengan <clan>. Geng penuh!"
"TID_BUTTON_CHANGE","Ganti"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","Selesaikan tutorial untuk bergabung dengan Geng"
"TID_CLAN_INTRO_INVITE","UNDANG"
"TID_INVITE_CLAN_TOKEN_ERROR","Kesalahan dalam mengundang"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","Hanya Ketua Geng yang bisa mengundang anggota baru"
"TID_FRIENDS_FACEBOOK_CONNECT","Sambungkan"
"TID_FRIENDS_PAGE_INVITE","UNDANG"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","Klik tautan ini untuk bergabung ke tim dengan <name> di Brawl Stars!"
"TID_SHARE_GAME_ROOM_POST_TITLE","Undang ke Tim"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","ID Tim disalin ke papan klip!"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","Oke"
"TID_TEAM_INVITE_BUTTON_LABEL","BAGIKAN KODE"
"TID_TEAM_INVITE_EXPIRED","Undangan dari <NAME> telah kedaluwarsa"
"TID_TEAM_INVITATION_POPUP_TITLE","UNDANGAN TIM"
"TID_TEAM_INVITATION_POPUP_ACCEPT","TERIMA"
"TID_TEAM_INVITATION_POPUP_REJECT","TOLAK"
"TID_TEAM_INVITATION_POPUP_MUTE","BISUKAN <NAME>\nSELAMA 10 MENIT"
"TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE","LAGA TURNAMEN"
"TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM","BISUKAN\nSELAMA 10 MENIT"
"TID_BATTLE_ROYALE_5","Danau Asam"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","Token Laga\nhabis"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","Pembelian dengan uang sungguhan tidak tersedia di versi ini"
"TID_SHOP_CHINA_WARNING","Peringatan: Nikmati secara bertanggung jawab"
"TID_GATCHA_AD_STATUS_VIEW","TONTON IKLAN UNTUK\nMENGGANDAKAN SATU HADIAH!"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","DAPATKAN LEBIH BANYAK HADIAH!"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","Tayangan harian sudah digunakan"
"TID_GATCHA_AD_STATUS_NO_VIDEO","Tidak ada video tersedia"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","LANJUTKAN"
"TID_AD_DOUBLER_TITLE","PILIH HADIAH UNTUK DIGANDAKAN"
"TID_AD_DOUBLER_CONTINUE","LANJUTKAN"
"TID_GATCHA_CONTINUE","LANJUT"
"TID_HINT_23","Beberapa Jagoan unggul di beberapa peta dan acara daripada Jagoan lain."
"TID_HINT_24","Jagoan berjangkauan jauh secara umum lebih baik di peta terbuka."
"TID_HINT_25","Jagoan berjangkauan dekat secara umum lebih baik di peta dengan banyak halangan dan semak."
"TID_SPEC_ABI_SELF_DESTRUCT","Ledakan Terakhir"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","Saat Meriam milik Penny dihancurkan, setidaknya satu berondongan <VALUE2> bom terakhir akan ditembakkan ke arah lawan terdekat, masing-masing memberikan <c00cc00><VALUE1></c> kerusakan."
"TID_EVENT_LIST_BRAWL","MAIN"
"TID_INVITE_COPIED_TO_CLIPBOARD","Tautan undangan disalin ke papan klip!"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","Oke"
"TID_FRIEND_INVITE_POST_MESSAGE","Klik tautan ini untuk menambahkan <friend> sebagai teman di Brawl Stars!"
"TID_FRIEND_INVITE_POST_TITLE","Undang teman!"
"TID_ALLIANCE_JOIN_POST_MESSAGE","Klik tautan ini untuk bergabung dengan Gengku di Brawl Stars!"
"TID_ALLIANCE_JOIN_POST_TITLE","Undang teman untuk bergabung dengan Gengmu!"
"TID_HOMESCREEN_MODE_LOCKED","Capai total <COUNT> Trofi untuk berlaga di sini!"
"TID_GAMEROOMS_PLAYERS_ONLINE","<count> TEMAN ONLINE"
"TID_ARTILLERY_DUDE_SHORT_DESC","PENEMBAK JITU"
"TID_HAMMER_DUDE_SHORT_DESC","KELAS BERAT"
"TID_HAMMER_DUDE_DESC","Hantaman palu dari Frank menghasilkan gelombang kejut yang memberi kerusakan pada lawan. Serangan Supernya adalah hantaman dahsyat yang mengejutkan lawan!"
"TID_HAMMER_DUDE_WEAPON","HANTAMAN PALU"
"TID_HAMMER_DUDE_WEAPON_DESC","Frank memerlukan waktu ancang-ancang untuk menghantamkan palunya, namun hantamannya yang sangat kuat mampu menimbulkan gelombang kejut."
"TID_HAMMER_DUDE_ULTI","HANTAMAN PENGEJUT"
"TID_HAMMER_DUDE_ULTI_DESC","Gelombang kejut dari hantaman palu dari Frank akan menghancurkan apa pun dan mengejutkan lawan sejenak."
"TID_SPEC_ABI_STEAL_SOULS2","Pencuri Kekuatan"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","Frank mencuri kekuatan Jagoan yang dia tumbangkan, meningkatkan kerusakan serangannya sebesar <c00cc00><VALUE1>%</c> selama <VALUE2> detik!"
"TID_ONLINE_FRIENDS_TITLE","PEMAIN ONLINE"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","Jadilah tim terakhir yang bertahan!"
"TID_VS_TEAM_SHOWDOWN","Semua tim saling bertempur!"
"TID_FIRST_WIN","TOKEN BINTANG"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","Timmu No. 1!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","Terbuka dalam <count> Trofi"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","AMBANG TROFI"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","AMBIL"
"TID_STAR_POWER_INFO","Kekuatan Bintang: <cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWERS_TITLE","KEKUATAN BINTANG"
"TID_ACCESSORIES_TITLE","GADGET"
"TID_ACCESSORY_TITLE","GADGET"
"TID_ACCESSORIES_INFO","Gadget: <cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWER_STATUS_1_1","<c00ff00>DIPILIH</c>"
"TID_STAR_POWER_STATUS_0_0","Kamu belum memiliki Kekuatan Bintang ini"
"TID_ACESSORIES_STATUS_0_0","Kamu tidak punya Gadget ini"
"TID_STAR_POWERS_PICK","PILIH"
"TID_LEAGUE_NAME_0","KAYU"
"TID_LEAGUE_NAME_1","PERUNGGU"
"TID_LEAGUE_NAME_2","PERAK"
"TID_LEAGUE_NAME_3","EMAS"
"TID_LEAGUE_NAME_4","BERLIAN"
"TID_LEAGUE_NAME_5","MASTER"
"TID_LEAGUE_NAME_6","ELITE"
"TID_LEAGUE_NAME_7","JAGOAN BINTANG"
"TID_SPECIAL_EVENTS","ACARA HARIAN"
"TID_SPECIAL_EVENT","Acara Spesial:"
"TID_SPECIAL_EVENT_DESC","Tengok setiap hari untuk bermain Acara Harian!"
"TID_SPECIAL_EVENTS_MOD","ACARA SPESIAL"
"TID_SPECIAL_EVENT_MOD_DESC","Pantau terus untuk melihat Acara Spesial hari ini!"
"TID_PLAYING_AGAIN","Main lagi <c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","Main lagi"
"TID_BRAWL_BOX_INFO_TITLE_1","INFO KOTAK BESAR"
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","Kumpulkan 10 Token Bintang untuk mendapatkan Kotak Besar!"
"TID_KEY_BAR_INFO","Jumlah <c33a5d7>Token</c> yang bisa diraih dari laga.\n\nToken digunakan untuk membuka Kotak Jagoan."
"TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT","ACARA TOKEN GANDA\nDapatkan <c33a5d7>Token</c> ganda dari laga reguler.\n\nToken digunakan untuk membuka Kotak Jagoan."
"TID_KEY_BAR_INFO_COIN_SHOWER_EVENT","ACARA HUJAN KOIN\nDapatkan <cff8E1b>Koin</c> dari laga!\n\nSetiap Token yang kamu raih dari laga reguler akan memberikan bonus Koin. Bonus ini juga mencakup Token yang didapatkan dari Pengganda Token!\n\nGunakan koin untuk meningkatkan Jagoan."
"TID_NEW_ONLINE_FRIEND","PEMAIN ONLINE"
"TID_NEW_GAME_ROOM","TIM BARU"
"TID_KEY_BAR_TITLE","TOKEN TERSEDIA DARI LAGA"
"TID_PLAYAGAIN_QUIT","KELUAR"
"TID_BATTLE_END_WAITING","Menunggu pemain lain"
"TID_ERROR_REPLAY_WAITING","Tayangan ulang sedang menunggu"
"TID_ERROR_REPLAY_NOT_POSSIBLE","Tayangan ulang tidak tersedia"
"TID_ERROR_SPECTATE_WAITING","Tonton sedang menunggu"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","Pemain tidak sedang berlaga"
"TID_BRAWL_TV_STARTING","BrawlTV sedang dimuat..."
"TID_ERROR_BRAWL_TV_WAITING","BrawlTV sedang menunggu"
"TID_BRAWL_TV_QUIT","BrawlTV No. <NUM>"
"TID_ERROR_BRAWL_TV_TUNE_FAILED","BrawlTV No. <NUM> belum tersedia - dalam produksi"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME","Berikutnya dalam <NUM>d"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON","Berikutnya Otomatis"
"TID_BRAWL_TV_OFF_RETURN_HOME","Keluar dari TV"
"TID_FIRST_WIN_INFO_SURVIVAL","Raih <cff8E1b>Token Bintang</c> saat pertama kali mencapai peringkat empat teratas melawan pemain lain."
"TID_TEAM_POPOVER_YOUR_ROOM","Ini adalah Tim milikmu"
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","Tim sedang tidak berlaga"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","Tidak dapat bergabung. Kamu sudah ada di tim ini"
"TID_TEAM_AD_JOIN_FAIL_FULL","Tidak dapat bergabung. Tim penuh."
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","Tidak dapat memulai laga. Tiket tidak cukup"
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","Acara ini tidak mendukung bermain dalam Tim"
"TID_GAME_MODE_UNLOCKED","TERBUKA"
"TID_ERROR_SPECTATE_DISABLED","Tonton tidak dapat digunakan sementara karena alasan teknis"
"TID_SPECTATE_FOLLOW","Ketuk untuk ikuti:"
"TID_SPECTATE_FOLLOWING","Mengikuti:"
"TID_FIRST_WIN_INFO_TICKETED_EVENT","Dapatkan <cff8E1b>Token Bintang</c> dari Laga pertama."
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","Raih 1 <cff8E1b>Token Bintang</c> dengan mencapai peringkat dua teratas melawan pemain lain."
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","Hadapi pemain lain dan raih peringkat empat teratas di mode Solo atau dua teratas di mode Duo untuk mendapatkan <cff8E1b>Token Bintang</c>."
"TID_CONNECTING_WAIT_FOR_SPECTATE","Menunggu untuk menonton..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","TONTON IKLAN UNTUK\nMENGGANDAKAN HADIAH!\n<VIEWCOUNTREM> tayangan tersisa hari ini"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","TONTON IKLAN UNTUK\nMENGGANDAKAN HADIAH!\n<VIEWCOUNTREM> tayangan tersisa hari ini"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","RAIH HADIAH LAINNYA!\n<VIEWCOUNTREM> tayangan tersisa hari ini"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","RAIH HADIAH LAINNYA!\n<VIEWCOUNTREM> tayangan tersisa hari ini"
"TID_CANNON_DAMAGE","Kerusakan Meriam"
"TID_CANNON_HEALTH","Kesehatan Meriam"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","Pemain ini memiliki terlalu banyak permintaan teman yang belum dijawab. Coba lagi nanti."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Terlalu banyak mengirimkan permintaan berteman. Hapus satu dan coba lagi."
"TID_ADD_FRIEND_ERROR_GENERIC","Tidak dapat mengirimkan Undangan Berteman. Coba lagi nanti."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","Pemain yang ingin ditambahkan tidak ditemukan."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","Tidak dapat mengundang diri sendiri sebagai teman!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Temanmu memiliki terlalu banyak teman. Coba lagi nanti."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Temanmu terlalu banyak. Hapus satu jika ingin menambahkan teman baru."
"TID_HINT_26","Penny bisa memberikan kerusakan yang besar dengan serangan percikan saat targetnya berbaris."
"TID_HINT_27","Mengumpulkan rekan tim sebelum Laga memungkinkanmu untuk menyusun strategi dan memilih kombinasi Jagoan yang optimal."
"TID_HINT_28","Coba mainkan laga persahabatan untuk latihan acara, mengadakan kompetisi, dan masih banyak lagi!"
"TID_HINT_29","Seusai laga bagus dengan rekan tim baru, tekan Main Lagi untuk bermain dalam satu laga lain bersama mereka!"
"TID_HINT_30","Laga persahabatan memungkinkanmu memilih acara dan peta mana saja. Jagoan juga akan ditingkatkan maksimal!"
"TID_HINT_31","Ada jeda dalam serangan reguler dan Super milik Frank, sehingga lawan berkesempatan menjauh dari jangkauannya."
"TID_EXPERIENCE","XP"
"TID_HINT_32","Tiket diperlukan untuk bermain di Acara Tiket. Acara ini tidak menggunakan Bilah Token."
"TID_HINT_33","Kamu bisa mengundang anggota Geng untuk menjadi temanmu dari daftar anggota Geng."
"TID_HINT_34","Kamu bisa mengundang rekan Tim untuk menjadi temanmu."
"TID_HINT_35","Setelah bermain dalam laga yang bagus dengan seseorang, undang dia menjadi temanmu melalui daftar rekomendasi teman."
"TID_HINT_36","Kamu bisa mengundang rekan Tim untuk menjadi temanmu."
"TID_HINT_37","Kamu bisa menggunakan tombol iklankan untuk mengiklankan Tim ke teman dan anggota Geng."
"TID_COOP_GENERATED","Arena Perang"
"TID_MECHANIC_KNIGHT_SKIN","JESSIE KESATRIA NAGA"
"TID_FRANK_CAVEMAN_SKIN","FRANK MANUSIA GUA"
"TID_SOLO","SOLO"
"TID_DUO","DUO"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","Daftar teman penuh!"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","Terlalu banyak undangan aktif, coba lagi nanti"
"TID_INVITE_FRIEND_TOKEN_ERROR","Kesalahan dalam mengundang teman"
"TID_GOLDRUSH_9","Kolam Gelap"
