"TID","ES"
"TID_CLAN_INTRO_CREATE_TITLE","¿POR QUÉ NO CREAS EL TUYO?"
"TID_CLAN_INTRO_HEADER","CLUBS"
"TID_CLAN_INFO_TITLE","INFORMACIÓN DEL CLUB"
"TID_CLAN_INFO_NO_DESCRIPTION","NO HAY DESCRIPCIÓN"
"TID_EVENT_POPUP_TITLE","¡VAMOS A LUCHAR!"
"TID_GOLDRUSH_8","Llanura de zafiro"
"TID_USE_AUTOFIRE_TUTORIAL","Toca el <ccc0033>control rojo</c> para dispararle al enemigo más cercano."
"TID_BRAWL_BOX_INFO_1","El contenido de una caja grande es parecido al de tres cajas brawl. Sin embargo, los puntos de fuerza se distribuyen entre menos brawlers.\n\nEn cada caja hay tres opciones aleatorias, cada una con estas probabilidades de recompensas:"
"TID_BRAWL_BOX_INFO_2","Las cajas brawl pueden contener lo siguiente: un nuevo brawler; puntos de fuerza y monedas; o una habilidad estelar. Además, también pueden contener duplicadores de fichas.\n\nProbabilidades de recompensas:"
"TID_BRAWL_BOX_INFO_3","El contenido de una megacaja es parecido al de diez cajas brawl. Sin embargo, los puntos de fuerza se distribuyen entre menos brawlers.\n\nEn cada caja hay diez opciones aleatorias, cada una con estas probabilidades de recompensas:"
"TID_BRAWL_BOX_INFO_CATEGORIES","\n\n<CATEGORY1>: <NUM1> %\nBrawler especial: <NUM2> %<GAR_HERO_1>\nBrawler superespecial: <NUM3> %<GAR_HERO_2>\nBrawler épico: <NUM4> %<GAR_HERO_3>\nBrawler mítico: <NUM5> %<GAR_HERO_4>\nBrawler legendario: <NUM6> %<GAR_HERO_5>\nHabilidad estelar: <NUM7> %<GAR_STAR_POWER>\nGadget: <NUM8> %<GAR_ACCESSORY>"
"TID_BRAWL_BOX_INFO_FOOTER","\n\nAdemás, en cada opción de la caja tienes una probabilidad del 9 % de conseguir gemas y del 3 % de conseguir un duplicador de fichas. Ten en cuenta que las habilidades estelares solo están disponibles para los brawlers que hayan alcanzado el nivel 9. Una vez que hayas desbloqueado todas las recompensas de un tipo (por ejemplo, los brawlers especiales), la probabilidad de conseguir el resto de las recompensas aumenta. Para que el contenido de las cajas brawl sea justo para todos, nos basamos en un sistema de suerte que afecta a la probabilidad de encontrar brawlers legendarios. Si en las opciones de recompensa no encuentras ningún brawler, tus probabilidades de encontrar uno legendario aumentarán, y cuando encuentres uno, tus probabilidades disminuirán según la calidad del que hayas conseguido. Cuando tus probabilidades sean altas, te será más fácil encontrar un brawler legendario, y viceversa. El contenido de las primeras cajas brawl es predeterminado para asegurar un comienzo justo para todos los jugadores."
"TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS","Puntos de fuerza + monedas"
"TID_BRAWL_BOX_INFO_COINS","Monedas"
"TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN","(garantizado en 1 de cada <DRAWS>)"
"TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN","(garantizado en 1 de cada <DRAWS>)"
"TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN","(garantizado en 1 de cada <DRAWS>)"
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","RECLAMAR"
"TID_PAGE_FRIENDS_TITLE","AMIGOS"
"TID_PAGE_FRIENDS_TITLE2","¡Lucha con tus amigos!"
"TID_PAGE_FRIENDS_ADD_FRIENDS","AÑADIR AMIGOS"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","¡Conecta el juego con Facebook o busca amigos en el juego para luchar juntos!"
"TID_PAGE_FRIENDS_NO_FRIENDS","¡Conecta el juego con Facebook o busca amigos en el juego para luchar juntos!"
"TID_FRIENDS_TITLE","<COUNT> amigos"
"TID_FRIENDS_TAB_1","AMIGOS"
"TID_FRIENDS_TAB_2","SUGERIDOS"
"TID_FRIENDS_TAB_3","INVITACIONES"
"TID_TOTAL","TOTAL"
"TID_BRAWL_BOX_INFO_TITLE_2","INFORMACIÓN DE LA CAJA BRAWL"
"TID_BRAWL_BOX_INFO_TITLE_3","INFORMACIÓN DE LA MEGACAJA"
"TID_OFFER_ALSO_INCLUDES","LA OFERTA TAMBIÉN INCLUYE"
"TID_OFFER_VALUE_TITLE","VALOR"
"TID_OFFER_VALUE","+<VALUE> %"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","Arrastra el <cff9900>control amarillo</c> para apuntar."
"TID_HERO_STATS_TITLE","ESTADÍSTICAS DEL BRAWLER"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","ARTÍCULOS RESTANTES:"
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","BONUS RESTANTES:"
"TID_GATCHA_SCREEN_YOU_GOT","HAS CONSEGUIDO:"
"TID_GATCHA_SCREEN_BONUSES","ARTÍCULOS EXTRA:"
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","DESBLOQUEADO"
"TID_HERO_LIST_ITEM_UPGRADE","MEJORAR"
"TID_SHOP_CLAMIMED","Reclamado"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","Ya has reclamado este artículo."
"TID_ONLINE","EN LÍNEA"
"TID_LEADERBOARD","CLASIFICACIÓN"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\n¡No tienes tiques!"
"TID_HERO_LIST_NEW","NUEVO"
"TID_HAMMER_DUDE","FRANK"
"TID_HOLD_PHONE_LIKE_THIS","SUJETA TU DISPOSITIVO ASÍ"
"TID_HINT_FINGER_TAP_TAP","¡TOCA AQUÍ!"
"TID_HINT_FINGER_DRAG","ARRASTRA PARA APUNTAR"
"TID_MOVE_HERE","Muévete aquí"
"TID_HINT_HEADER","CONSEJO:"
"TID_HINT_0","Toca el <ccc0033>control rojo</c> para autodisparar al enemigo más cercano."
"TID_HINT_1","Toca el <cff9900>control amarillo</c> para autodisparar tu súper al enemigo más cercano."
"TID_HINT_2","Arrastra el <ccc0033>control rojo</c> para apuntar tus disparos."
"TID_HINT_3","Arrastra el <cff9900>control amarillo</c> para apuntar tu súper."
"TID_HINT_4","Arrastra el control al centro para dejar de apuntar."
"TID_HINT_5","El emparejamiento se basa en los trofeos del brawler con el que estés jugando, por lo que será fácil ganar trofeos con un brawler que acabas de desbloquear."
"TID_HINT_6","Mientras más brawlers tengas, más fácil será conseguir trofeos y más recompensas."
"TID_HINT_7","Los disparos de Piper infligen más daño a mayor distancia."
"TID_HINT_8","El súper de Barley es especialmente potente a corta distancia porque las botellas caen en un área pequeña."
"TID_HINT_9","Las balas de Rico viajan más lejos tras rebotar."
"TID_HINT_10","Activa el <ccc0033>control rojo</c> en cualquier lugar de la parte derecha de la pantalla para disparar."
"TID_HINT_11","El ataque y el súper se pueden disparar de dos formas: toca para autodisparar y arrastra para apuntar."
"TID_HINT_12","Apuntar tus disparos es muy útil para seguir al enemigo."
"TID_HINT_13","El autodisparo es útil para realizar disparos rápidos cuando no tienes tiempo para apuntar."
"TID_HINT_14","El autodisparo funciona bien cuando el enemigo se encuentra cerca."
"TID_HINT_15","Si te escondes en un arbusto, los enemigos te podrán localizar si se acercan lo suficiente."
"TID_HINT_16","El autodisparo se dirige directamente al enemigo más cercano sin tener en cuenta su movimiento."
"TID_HINT_17","Apuntar tus disparos es útil cuando quieras disparar a los arbustos para comprobar si hay enemigos."
"TID_HINT_18","El autodisparo es útil cuando los enemigos no se mueven."
"TID_HINT_19","El autodisparo funciona muy bien cuando el enemigo se dirige directamente a ti o cuando se aleja de ti."
"TID_HINT_20","Cuando te escondes en un arbusto, los enemigos te pueden ver si atacas o recibes daño."
"TID_HINT_21","Puedes esconderte del enemigo en los arbustos."
"TID_HINT_22","Cuando usas el autodisparo, tu ataque se activará aunque no haya enemigos dentro de tu alcance."
"TID_VS_TUTORIAL","¡Recoge todas las <ce662f9>gemas</c>!"
"TID_USE_MANUAL_FIRE_TUTORIAL","¡Arrastra el <ccc0033>control rojo</c> para apuntar!"
"TID_TUTORIAL_GOOD_JOB_2","¡Bien hecho! Las <cff6633>barras naranjas</c> muestran tu munición. Siempre intento recargar lo antes posible."
"TID_TUTORIAL_GOOD_JOB_3","¡Así se hace! Acertar los disparos recarga tu <cff9900>superataque</c>."
"TID_TUTORIAL_GOOD_JOB_4","¡Buen trabajo!"
"TID_SPECTATE_PLAYER_BUTTON","Visionar"
"TID_SPECTATE_FAILED","Error en el visionado"
"TID_ACCOUNT_DISABLED_TEXT","Cuenta deshabilitada"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","Esta cuenta se ha deshabilitado tras haberse solicitado su eliminación. No se puede recuperar."
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","Esta cuenta se ha deshabilitado por inactividad y no se puede recuperar."
"TID_ACCOUNT_DELETION_WARNING_TITLE","Aviso de eliminación de cuenta"
"TID_ACCOUNT_DELETION_WARNING_TEXT","Tal y como nos has solicitado, pronto desactivaremos tu cuenta. Si has cambiado de opinión, ponte en contacto con el equipo de ayuda y asistencia cuanto antes para cancelar tu solicitud."
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","Tal y como nos has solicitado, pronto desactivaremos tu cuenta. Si has cambiado de opinión, ponte en contacto con el equipo de ayuda y asistencia cuanto antes para cancelar tu solicitud."
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","¡Ya perteneces a este club!"
"TID_CONFIRM_CHANGE_CLAN_TITLE","Cambiar de club"
"TID_CONFIRM_CHANGE_CLAN","¡Ya perteneces a un club! ¿Seguro que quieres cambiar de club?"
"TID_CONFIRM_CLAN_FULL_TITLE","¡El club está completo!"
"TID_CONFIRM_CLAN_FULL","No te puedes unir a <clan>. El club está completo."
"TID_BUTTON_CHANGE","Cambiar"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","Termina el tutorial para unirte a un club."
"TID_CLAN_INTRO_INVITE","INVITAR"
"TID_INVITE_CLAN_TOKEN_ERROR","Error al generar invitación"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","Solo los presidentes del club pueden invitar a miembros nuevos."
"TID_FRIENDS_FACEBOOK_CONNECT","Conectar"
"TID_FRIENDS_PAGE_INVITE","INVITAR"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","¡Entra en este enlace para unirte a un equipo con <name> en Brawl Stars!"
"TID_SHARE_GAME_ROOM_POST_TITLE","Invitar al equipo"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","El ID del equipo se ha copiado en el portapapeles."
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","Vale"
"TID_TEAM_INVITE_BUTTON_LABEL","COMPARTIR CÓDIGO"
"TID_TEAM_INVITE_EXPIRED","La invitación de <NAME> ha caducado."
"TID_TEAM_INVITATION_POPUP_TITLE","INVITACIÓN AL EQUIPO"
"TID_TEAM_INVITATION_POPUP_ACCEPT","ACEPTAR"
"TID_TEAM_INVITATION_POPUP_REJECT","RECHAZAR"
"TID_TEAM_INVITATION_POPUP_MUTE","SILENCIAR A <NAME>\nDURANTE 10 MINUTOS"
"TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE","PARTIDA DE TORNEO"
"TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM","SILENCIAR\nDURANTE 10 MINUTOS"
"TID_BATTLE_ROYALE_5","Lagos ácidos"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","No tienes\nmás fichas"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","Las compras con dinero real no están habilitadas en esta versión."
"TID_SHOP_CHINA_WARNING","Importante: Disfruta con responsabilidad."
"TID_GATCHA_AD_STATUS_VIEW","VER ANUNCIO\nPARA DUPLICAR UNA RECOMPENSA"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","¡CONSIGUE MÁS RECOMPENSAS!"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","Visualizaciones diarias agotadas."
"TID_GATCHA_AD_STATUS_NO_VIDEO","No hay ningún vídeo disponible."
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","CONTINUAR"
"TID_AD_DOUBLER_TITLE","ELIGE LA RECOMPENSA QUE QUIERES DUPLICAR"
"TID_AD_DOUBLER_CONTINUE","CONTINUAR"
"TID_GATCHA_CONTINUE","SIGUIENTE"
"TID_HINT_23","Algunos brawlers son mejores para algunos mapas y eventos que otros."
"TID_HINT_24","Los brawlers de largo alcance suelen ser mejores en los mapas abiertos."
"TID_HINT_25","Los brawlers de corto alcance suelen ser mejores en los mapas con más refugios y arbustos."
"TID_SPEC_ABI_SELF_DESTRUCT","Explosión final"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","Cuando el cañón de Penny es destruido, dispara una última descarga de <VALUE2> bombas dirigidas a los objetivos cercanos. Cada bomba inflige <c00cc00><VALUE1></c> puntos de daño."
"TID_EVENT_LIST_BRAWL","JUGAR"
"TID_INVITE_COPIED_TO_CLIPBOARD","Enlace de invitación copiado en el portapapeles."
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","Vale"
"TID_FRIEND_INVITE_POST_MESSAGE","¡Entra en este enlace para añadir a <friend> a tu lista de amigos de Brawl Stars!"
"TID_FRIEND_INVITE_POST_TITLE","¡Invita a un amigo!"
"TID_ALLIANCE_JOIN_POST_MESSAGE","¡Entra en este enlace para unirte a mi club de Brawl Stars!"
"TID_ALLIANCE_JOIN_POST_TITLE","¡Invita a un amigo a unirse a tu club!"
"TID_HOMESCREEN_MODE_LOCKED","Alcanza los <COUNT> trofeos para poder luchar aquí."
"TID_GAMEROOMS_PLAYERS_ONLINE","<count> AMIGOS CONECTADOS"
"TID_ARTILLERY_DUDE_SHORT_DESC","FRANCOTIRADORA"
"TID_HAMMER_DUDE_SHORT_DESC","PESO PESADO"
"TID_HAMMER_DUDE_DESC","Frank machaca a los enemigos a martillazos y causa una gran conmoción. Su súper es un golpe muy potente que deja a los enemigos aturdidos."
"TID_HAMMER_DUDE_WEAPON","MARTILLAZO"
"TID_HAMMER_DUDE_WEAPON_DESC","Frank se toma su tiempo para dar su martillazo, pero el impacto es tan fuerte que genera una gran conmoción."
"TID_HAMMER_DUDE_ULTI","TERAPIA DE CHOQUE"
"TID_HAMMER_DUDE_ULTI_DESC","Este golpe de Frank genera tal conmoción que destruye todo lo que se encuentra a su alrededor y aturde a los enemigos."
"TID_SPEC_ABI_STEAL_SOULS2","Toma de fuerza"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","Frank les roba la fuerza a los enemigos que derrota, lo que aumenta el daño que inflige en un <c00cc00><VALUE1> %</c> durante <VALUE2> segundos."
"TID_ONLINE_FRIENDS_TITLE","JUGADORES EN LÍNEA"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","¡Intentad sobrevivir!"
"TID_VS_TEAM_SHOWDOWN","¡Sálvese quien pueda!"
"TID_FIRST_WIN","FICHA ESTELAR"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","¡Primer puesto!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","Se desbloquea con <count> trofeos."
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","CAMINO DE TROFEOS"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","RECLAMAR"
"TID_STAR_POWER_INFO","Habilidad estelar: <cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWERS_TITLE","HABILIDADES ESTELARES"
"TID_ACCESSORIES_TITLE","GADGETS"
"TID_ACCESSORY_TITLE","GADGET"
"TID_ACCESSORIES_INFO","Gadget: <cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWER_STATUS_1_1","<c00ff00>SELECCIONADA</c>"
"TID_STAR_POWER_STATUS_0_0","No tienes esta habilidad estelar."
"TID_ACESSORIES_STATUS_0_0","No tienes este gadget."
"TID_STAR_POWERS_PICK","ELEGIR"
"TID_LEAGUE_NAME_0","MADERA"
"TID_LEAGUE_NAME_1","BRONCE"
"TID_LEAGUE_NAME_2","PLATA"
"TID_LEAGUE_NAME_3","ORO"
"TID_LEAGUE_NAME_4","DIAMANTE"
"TID_LEAGUE_NAME_5","MAESTROS"
"TID_LEAGUE_NAME_6","ÉLITE"
"TID_LEAGUE_NAME_7","ESTELAR"
"TID_SPECIAL_EVENTS","EVENTO DIARIO"
"TID_SPECIAL_EVENT","Evento especial:"
"TID_SPECIAL_EVENT_DESC","No te olvides de jugar a los eventos diarios."
"TID_SPECIAL_EVENTS_MOD","EVENTO ESPECIAL"
"TID_SPECIAL_EVENT_MOD_DESC","¡Nunca te pierdas el evento especial del día!"
"TID_PLAYING_AGAIN","Vuelven a jugar: <c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","Volver a jugar"
"TID_BRAWL_BOX_INFO_TITLE_1","INFORMACIÓN DE LA CAJA GRANDE"
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","Consigue 10 fichas estelares para abrir una caja grande."
"TID_KEY_BAR_INFO","Número de <c33a5d7>fichas</c> que puedes ganar en las batallas.\n\nLas fichas sirven para abrir cajas brawl."
"TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT","EVENTO CON DOBLE DE FICHAS\nGana el doble de <c33a5d7>fichas</c> en las batallas normales.\n\nLas fichas sirven para abrir las cajas brawl."
"TID_KEY_BAR_INFO_COIN_SHOWER_EVENT","LLUVIA DE MONEDAS\n¡Gana <cff8E1b>monedas</c> en las batallas!\n\nPor cada ficha que ganes en las batallas normales, incluidas las del duplicador de fichas, ganarás una moneda extra.\n\nLas monedas sirven para mejorar a tus brawlers."
"TID_NEW_ONLINE_FRIEND","JUGADOR CONECTADO"
"TID_NEW_GAME_ROOM","NUEVO EQUIPO"
"TID_KEY_BAR_TITLE","FICHAS DISPONIBLES EN LA BATALLA"
"TID_PLAYAGAIN_QUIT","SALIR"
"TID_BATTLE_END_WAITING","Esperando..."
"TID_ERROR_REPLAY_WAITING","Repetición en espera"
"TID_ERROR_REPLAY_NOT_POSSIBLE","Repetición no disponible"
"TID_ERROR_SPECTATE_WAITING","Visionado en espera"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","El jugador no está luchando en estos momentos."
"TID_BRAWL_TV_STARTING","BrawlTV está cargando..."
"TID_ERROR_BRAWL_TV_WAITING","BrawlTV en espera"
"TID_BRAWL_TV_QUIT","BrawlTV n.º <NUM>"
"TID_ERROR_BRAWL_TV_TUNE_FAILED","¡No encontramos el n.º <NUM> en BrawlTV! Buscando..."
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME","Siguiente en <NUM> s"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON","Reprod. automática"
"TID_BRAWL_TV_OFF_RETURN_HOME","Cerrar TV"
"TID_FIRST_WIN_INFO_SURVIVAL","Gana una <cff8E1b>ficha estelar</c> la primera vez que quedes en los cuatro primeros puestos al enfrentarte a otros jugadores."
"TID_TEAM_POPOVER_YOUR_ROOM","Este es tu equipo."
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","El equipo no está luchando en estos momentos."
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","No te puedes unir porque ya estás en este equipo."
"TID_TEAM_AD_JOIN_FAIL_FULL","No te puedes unir porque el equipo ya está completo."
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","No puedes empezar la partida porque no tienes suficientes tiques."
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","Este evento no es compatible con los equipos."
"TID_GAME_MODE_UNLOCKED","DESBLOQUEADO"
"TID_ERROR_SPECTATE_DISABLED","No se pueden visionar batallas en estos momentos debido a motivos técnicos."
"TID_SPECTATE_FOLLOW","Toca para seguir:"
"TID_SPECTATE_FOLLOWING","Siguiendo:"
"TID_FIRST_WIN_INFO_TICKETED_EVENT","Gana una <cff8E1b>ficha estelar</c> en tu primera batalla."
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","Gana una <cff8E1b>ficha estelar</c> la primera vez que quedes entre los dos primeros al enfrentarte a otros jugadores."
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","Juega contra otros jugadores y acaba entre los cuatro primeros en solitario o entre los dos primeros a dúo para ganar una <cff8E1b>ficha estelar</c>."
"TID_CONNECTING_WAIT_FOR_SPECTATE","Esperando para visionar..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","VER ANUNCIO\nPARA DUPLICAR RECOMPENSA\n<VIEWCOUNTREM> visualizaciones restantes hoy"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","VER ANUNCIO\nPARA DUPLICAR RECOMPENSA\n<VIEWCOUNTREM> visualización restante hoy"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","¡CONSIGUE MÁS RECOMPENSAS!\n<VIEWCOUNTREM> visualizaciones restantes"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","¡CONSIGUE MÁS RECOMPENSAS!\n<VIEWCOUNTREM> visualización restante"
"TID_CANNON_DAMAGE","Daño del cañón"
"TID_CANNON_HEALTH","Salud del cañón"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","Esta persona tiene demasiadas solicitudes de amistad pendientes. Inténtalo más tarde."
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","Has enviado demasiadas solicitudes de amistad. Elimina una y vuelve a intentarlo."
"TID_ADD_FRIEND_ERROR_GENERIC","No se ha podido enviar la invitación de amistad. Inténtalo más tarde."
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","El jugador que has intentado añadir no existe."
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","¡No puedes enviarte una invitación de amistad a ti!"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","Tu amigo tiene demasiados amigos. Inténtalo más tarde."
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","Tienes demasiados amigos. Elimina uno si quieres añadir más."
"TID_HINT_26","Penny puede llegar a infligir mucho daño con su ataque de área si sus objetivos se alinean."
"TID_HINT_27","Juntarte con tu equipo os permitirá planificar antes de la partida y elegir una buena combinación de brawlers."
"TID_HINT_28","¡Juega partidas amistosas para practicar eventos, organizar competiciones amistosas y mucho más!"
"TID_HINT_29","Tras jugar una buena partida con nuevos aliados, toca Volver a jugar para luchar de nuevo con ellos."
"TID_HINT_30","En las partidas amistosas puedes elegir cualquier evento o mapa. ¡Y los brawlers estarán mejorados al máximo!"
"TID_HINT_31","Frank se detiene antes de atacar y activar su súper, así que sus rivales tienen la oportunidad de alejarse de él."
"TID_EXPERIENCE","EXPERIENCIA"
"TID_HINT_32","Los eventos por tiques no se juegan con fichas, sino que hay que usar tiques para jugarlos."
"TID_HINT_33","Invita a tus compañeros del club a ser tus amigos desde la lista de miembros del club."
"TID_HINT_34","Invita a personas de tu equipo a ser tus amigos."
"TID_HINT_35","Tras varias partidas buenas con alguien, puedes invitar a esa persona a ser amigos desde la lista de amigos sugeridos."
"TID_HINT_36","Invita a personas de tu equipo a ser tus amigos."
"TID_HINT_37","Puedes usar el botón de anunciar para compartir tu equipo con tus amigos y miembros del club."
"TID_COOP_GENERATED","Arena robótica"
"TID_MECHANIC_KNIGHT_SKIN","JESSIE MEDIEVAL"
"TID_FRANK_CAVEMAN_SKIN","FRANK CAVERNÍCOLA"
"TID_SOLO","SOLO"
"TID_DUO","DÚO"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","Tu lista de amigos está llena."
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","Hay demasiadas invitaciones activas. Inténtalo más tarde."
"TID_INVITE_FRIEND_TOKEN_ERROR","Error al invitar a amigos"
"TID_GOLDRUSH_9","Estanque oscuro"
"TID_TEAM_JOIN_FINISH_TUTORIAL","Termina el tutorial para unirte a un equipo."
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","Error en el inicio de sesión"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","La versión beta de Brawl Stars aún no está disponible en tu país. ¡Vuelve a intentarlo pronto!"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","Vale"
"TID_CROW_PHEONIX_SKIN","CROW FÉNIX"
"TID_MECHANIC_SUMMER_SKIN","JESSIE VERANIEGA"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","COLT\nROCKERO"
"TID_ROCKET_BEACH_SKIN_SHOP","BROCK\nPLAYERO"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","SPIKE\nROSA"
"TID_SHAMAN_PANDA_SKIN_SHOP","NITA\nPANDA"
"TID_CROW_WHITE_SKIN_SHOP","CROW\nBLANCO"
"TID_BULL_HAIR_SKIN_SHOP","BULL\nVIKINGO"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","RICOCHET\nMEDALLISTA DE ORO"
"TID_BARKEEP_GOLD_SKIN_SHOP","BARLEY\nDORADO"
"TID_LUCHADOR_RUDO_SKIN_SHOP","EL PRIMO\nRUDO"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","SHELLY\nBANDIDA"
"TID_LUCHADOR_KING_SKIN_SHOP","EL PRIMO\nREY"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","JESSIE\nMEDIEVAL"
"TID_FRANK_CAVEMAN_SKIN_SHOP","FRANK\nCAVERNÍCOLA"
"TID_MECHANIC_SUMMER_SKIN_SHOP","JESSIE\nVERANIEGA"
"TID_CROW_PHEONIX_SKIN_SHOP","CROW\nFÉNIX"
"TID_GOLDRUSH_10","Cámara de los ecos"
"TID_BANKHEIST_5","Cerco lujoso"
"TID_BATTLE_ROYALE_D7","Vía de comercio"
"TID_BATTLE_ROYALE_8","Invasión en la isla"
"TID_BATTLE_ROYALE_6","Cueva profunda"
"TID_CLAN_CHAT_JUMP_TO_NEW","<count> mensajes nuevos"
"TID_CLAN_CHAT_NEW","NUEVO"
"TID_BANKHEIST_6","Derroche"
"TID_GOLDRUSH_11","Mina inundada"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","Tienes que descargar la versión beta de Brawl Stars en Google Play Store (disponible solo en algunos países). El juego no es compatible con dispositivos con la configuración alterada."
"TID_RATE_APP_MESSAGE_ANDROID","¡Valora o deja un comentario sobre Brawl Stars en Play Store para que sepamos tu opinión!"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","Nuevo inicio de sesión en Google Play"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","¿Quieres guardar la partida actual en esta cuenta de Google Play?"
"TID_SHOWDOWN_END","¡SOBREVIVE!"
"TID_SETTINGS_FIXES_JOYSTICK","CONTROL DE MOVIMIENTO BLOQUEADO"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","Español"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","Cambiar idioma"
"TID_POPUP_CHANGE_LANGUAGE","¿Seguro que quieres cambiar el idioma?"
"TID_SKIN_RARITY_1","<cffffff>Común</c>"
"TID_SKIN_RARITY_2","<c0070dd>Especial</c>"
"TID_SKIN_RARITY_3","<ca335ee>Épico</c>"
"TID_SKIN_RARITY_4","<cff8000>Legendario</c>"
"TID_BANKHEIST_7","Corredor de cactus"
"TID_BATTLE_ROYALE_9","Viento del oeste"
"TID_BATTLE_ROYALE_10","Dunas"
"TID_NO_FRIENDS_GO_TO_FRIENDS","Ir a Amigos"
"TID_EVENT_MODIFIER_1","BEBIDA ENERGÉTICA"
"TID_EVENT_MODIFIER_2","ROBOT FURIOSO"
"TID_EVENT_MODIFIER_3","LLUVIA DE METEORITOS"
