"TID","JP"
"TID_CACTUS_SHORT_DESC","シャープシューター"
"TID_BARKEEP_SHORT_DESC","スローワー"
"TID_MECHANIC_SHORT_DESC","ファイター"
"TID_SHAMAN_SHORT_DESC","ファイター"
"TID_UNDERTAKER_SHORT_DESC","スピーディーアサシン"
"TID_CROW_SHORT_DESC","ポイズンアサシン"
"TID_DEAD_MARIACHI_SHORT_DESC","サポート"
"TID_BOW_DUDE_SHORT_DESC","ファイター"
"TID_SNIPER_SHORT_DESC","シャープシューター"
"TID_MINIGUN_DUDE_SHORT_DESC","サポート"
"TID_BLACK_HOLE_SHORT_DESC","ファイター"
"TID_BARREL_BOT_SHORT_DESC","ヘビーウェイト"
"TID_CLAN_INTRO_SUGGESTED_CLANS","オススメのクラブ"
"TID_CLAN_INTRO_CREATE_TITLE","自分のクラブを作ろう"
"TID_CLAN_INTRO_HEADER","クラブ"
"TID_CLAN_INFO_TITLE","クラブ情報"
"TID_CLAN_INFO_NO_DESCRIPTION","クラブの紹介文がありません"
"TID_EVENT_POPUP_TITLE","いざ、バトルへ！"
"TID_GOLDRUSH_8","サファイアの草原"
"TID_USE_AUTOFIRE_TUTORIAL","<ccc0033>赤いコントローラー</c>をタップして近くの敵を攻撃しましょう！"
"TID_BRAWL_BOX_INFO_1","ビッグボックスには、ブロスタボックス3個分に相当する報酬が入っていますが、入手するパワーポイントは数名のキャラクターにのみ与えられます。\n\n3個分の配当はランダムですが、含まれる報酬の入手確率は以下のとおりです："
"TID_BRAWL_BOX_INFO_2","ブロスタボックスには、新キャラクター、パワーポイント＋コイン、スターパワーのどれかが入っています。また、ボーナスとして、ダブルトークンを入手できる可能性があります。\n\n報酬の入手確率は以下の通りです："
"TID_BRAWL_BOX_INFO_3","メガボックスには、ブロスタボックス10個分に相当する報酬が入っていますが、入手するパワーポイントは数名のキャラクターにのみ与えられます。\n\n10個分の配当はランダムですが、含まれる報酬の入手確率は以下のとおりです："
"TID_BRAWL_BOX_INFO_CATEGORIES","\n\n<CATEGORY1>：<NUM1>%\nレアキャラクター：<NUM2>%<GAR_HERO_1>\nスーパーレアキャラクター：<NUM3>%<GAR_HERO_2>\nハイパーレアキャラクター：<NUM4>%<GAR_HERO_3>\nウルトラレアキャラクター：<NUM5>%<GAR_HERO_4>\nレジェンドレアキャラクター：<NUM6>%<GAR_HERO_5>\nスターパワー：<NUM7>%<GAR_STAR_POWER>\nガジェット：<NUM8>%<GAR_ACCESSORY>"
"TID_BRAWL_BOX_INFO_FOOTER","\n\nまた、ボーナスの入手確率は、エメラルドが9%、ダブルトークンが3%です。スターパワーは、レベル9に到達したキャラクターしか入手できません。特定のレア度のキャラクターなど、同じタイプの報酬をすべてアンロックした場合は、その他の報酬の入手確率が増加します。ブロスタボックスの開封においては公平性を保つため、レジェンドレアキャラクターの入手確率を左右するラッキー指数システムを導入しています。新しいキャラクターを含まないボックスを開けることで、あなたのラッキー指数が増加し、新しいキャラクターを入手するたび、そのレア度に基づいてラッキー指数が減少します。ラッキー指数が十分上がるとレジェンドレアキャラクターの入手確率が高まり、逆にラッキー指数が低いとレジェンドレアキャラクターの入手確率も下がります。プレイ序盤に入手する報酬は、全プレイヤーが公平なスタートを切れるよう予め決められています。"
"TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS","パワーポイント + コイン"
"TID_BRAWL_BOX_INFO_COINS","コイン"
"TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN","（<DRAWS>個中1個確定）"
"TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN","（<DRAWS>個中1個確定）"
"TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN","（<DRAWS>個中1個確定）"
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","回収"
"TID_PAGE_FRIENDS_TITLE","フレンド"
"TID_PAGE_FRIENDS_TITLE2","フレンドとバトル！"
"TID_PAGE_FRIENDS_ADD_FRIENDS","フレンドを追加"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","Facebookに接続するかゲーム内でフレンドを見つけて、一緒にプレイしましょう！"
"TID_PAGE_FRIENDS_NO_FRIENDS","Facebookに接続するかゲーム内でフレンドを見つけて、一緒にプレイしましょう！"
"TID_FRIENDS_TITLE","フレンド <COUNT>人"
"TID_FRIENDS_TAB_1","フレンド"
"TID_FRIENDS_TAB_2","オススメ"
"TID_FRIENDS_TAB_3","申請"
"TID_TOTAL","合計"
"TID_BRAWL_BOX_INFO_TITLE_2","ブロスタボックス情報"
"TID_BRAWL_BOX_INFO_TITLE_3","メガボックス情報"
"TID_OFFER_ALSO_INCLUDES","セール品内容"
"TID_OFFER_VALUE_TITLE","お得！"
"TID_OFFER_VALUE","+<VALUE>%"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","<cff9900>黄色いコントローラー</c>をドラッグして狙いを定めましょう！"
"TID_HERO_STATS_TITLE","キャラクターステータス"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","残りのアイテム："
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","残りのボーナス："
"TID_GATCHA_SCREEN_YOU_GOT","入手："
"TID_GATCHA_SCREEN_BONUSES","ボーナスアイテム："
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","アンロック！"
"TID_HERO_LIST_ITEM_UPGRADE","アップグレード"
"TID_SHOP_CLAMIMED","回収済"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","このアイテムはすでに回収済みです"
"TID_ONLINE","オンライン"
"TID_LEADERBOARD","ランキング"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\nチケットが足りません！"
"TID_HERO_LIST_NEW","NEW"
"TID_HAMMER_DUDE","フランケン"
"TID_HOLD_PHONE_LIKE_THIS","デバイスをこのように持ってください"
"TID_HINT_FINGER_TAP_TAP","ここをタップ！"
"TID_HINT_FINGER_DRAG","ドラッグして狙う"
"TID_MOVE_HERE","ここへ移動"
"TID_HINT_HEADER","ヒント："
"TID_HINT_0","<ccc0033>赤いコントローラー</c>をタップすると\n一番近くにいる敵をオートエイムできます。"
"TID_HINT_1","<cff9900>黄色いコントローラー</c>をタップすると\n一番近くの敵に必殺技をオートエイムできます。"
"TID_HINT_2","<ccc0033>赤いコントローラー</c>をドラッグすると\n攻撃をエイムできます。"
"TID_HINT_3","<cff9900>黄色いコントローラー</c>をドラッグすると\n必殺技をエイムできます。"
"TID_HINT_4","コントローラーを中心に戻すことで\nエイムをキャンセルできます。"
"TID_HINT_5","マッチメイキングはプレイに選んだキャラクターの\nトロフィー数に基づくため、新しくアンロックした\nキャラはトロフィーを獲得しやすくなります。"
"TID_HINT_6","キャラクターをアンロックすればするほど、\n合計トロフィー数を伸ばしたり\n報酬を獲得したりしやすくなります。"
"TID_HINT_7","エリザベスの攻撃は、離れたところにいる敵に\nより大きなダメージを与えます。"
"TID_HINT_8","バーリーの必殺技は、距離が近いほどボトルが\n集中するため、ダメージも大きくなります。"
"TID_HINT_9","リコの弾丸は、跳ねるたびに\nその飛距離を延ばします。"
"TID_HINT_10","<ccc0033>赤いコントローラー</c>は、画面の右側なら\nどこを触っても操作できます。"
"TID_HINT_11","通常攻撃と必殺技には、どちらも2種類の発射モードがあります。オートエイム（タップ）とエイム（ドラッグ）です。"
"TID_HINT_12","攻撃のエイムは、動いている\nターゲットを狙うのに有効です。"
"TID_HINT_13","オートエイムは反応の速い攻撃で\nエイムをする時間がない時に便利です。"
"TID_HINT_14","オートエイムはあなたの周りにいる敵に有効です。"
"TID_HINT_15","やぶの中に隠れていても\n敵が近くに来ると見つかってしまいます。"
"TID_HINT_16","オートエイムは一番近くにいる敵に向かって\nまっすぐ放たれ、敵の動きは考慮されません。"
"TID_HINT_17","手動エイムは、やぶに向かって発射すると\n敵がいないか確かめたい時に便利です。"
"TID_HINT_18","オートエイムは止まっている敵に有効です。"
"TID_HINT_19","オートエイムは、まっすぐ向かってくる敵や\n背を向けて遠ざかる敵に有効です。"
"TID_HINT_20","やぶの中にいても、そこから攻撃したり\nダメージを受けると敵から見えてしまいます。"
"TID_HINT_21","やぶは、敵から身を隠すのに使えます。"
"TID_HINT_22","オートエイムを使うと、射程内に1人も\n敵がいない場合でも攻撃します。"
"TID_VS_TUTORIAL","<ce662f9>エメラルド</c>を\nすべて集めよう"
"TID_USE_MANUAL_FIRE_TUTORIAL","<ccc0033>赤いコントローラー</c>をドラッグして狙いを定めましょう！"
"TID_TUTORIAL_GOOD_JOB_2","いいわね！<cff6633>オレンジのバー</c>は\n残りの弾数を示しているの。\nなるべく急いでリロードするわ！"
"TID_TUTORIAL_GOOD_JOB_3","やったわ！敵を攻撃すると、\nあなたの<cff9900>必殺技</c>ゲージが\n溜まるわよ！"
"TID_TUTORIAL_GOOD_JOB_4","やった！"
"TID_SPECTATE_PLAYER_BUTTON","観戦"
"TID_SPECTATE_FAILED","観戦できませんでした"
"TID_ACCOUNT_DISABLED_TEXT","アカウントは無効です"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","このアカウントは削除依頼にもとづいて無効化されました。以降、復旧することはできません。"
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","このアカウントは長期間アクセスが確認できなかったため無効化されました。以降、復旧することはできません。"
"TID_ACCOUNT_DELETION_WARNING_TITLE","アカウント削除のお知らせ"
"TID_ACCOUNT_DELETION_WARNING_TEXT","プレイヤー様のご依頼により、このアカウントはまもなく停止されます。万が一思いなおされた場合は、すぐに「ヘルプとサポート」より削除依頼キャンセルの旨をご連絡ください。"
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","プレイヤー様のご依頼により、このアカウントはまもなく停止されます。万が一思いなおされた場合は、すぐに「ヘルプとサポート」より削除依頼キャンセルの旨をご連絡ください。"
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","すでにこのクラブに所属しています！"
"TID_CONFIRM_CHANGE_CLAN_TITLE","クラブを変更"
"TID_CONFIRM_CHANGE_CLAN","すでにクラブに所属しています！本当にクラブを変更しますか？"
"TID_CONFIRM_CLAN_FULL_TITLE","クラブが満員です！"
"TID_CONFIRM_CLAN_FULL","<clan>に参加できません。クラブが満員です！"
"TID_BUTTON_CHANGE","変更"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","クラブに参加するにはチュートリアルを完了してください"
"TID_CLAN_INTRO_INVITE","招待を送信"
"TID_INVITE_CLAN_TOKEN_ERROR","招待にエラーが発生しました"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","新メンバーを招待できるのはリーダーだけです"
"TID_FRIENDS_FACEBOOK_CONNECT","接続する"
"TID_FRIENDS_PAGE_INVITE","招待を送信"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","このリンクをタップして、<name>と一緒にブロスタのチームに参加しましょう！"
"TID_SHARE_GAME_ROOM_POST_TITLE","チームへ招待"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","チームIDをコピーしました！"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","OK"
"TID_TEAM_INVITE_BUTTON_LABEL","コードをシェア"
"TID_TEAM_INVITE_EXPIRED","<NAME>からの招待は期限が切れました"
"TID_TEAM_INVITATION_POPUP_TITLE","チームへの招待"
"TID_TEAM_INVITATION_POPUP_ACCEPT","承認"
"TID_TEAM_INVITATION_POPUP_REJECT","拒否"
"TID_TEAM_INVITATION_POPUP_MUTE","今から10分間\n<NAME>をミュート"
"TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE","大会マッチ"
"TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM","今から10分間\nミュート"
"TID_BATTLE_ROYALE_5","酸性湖"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","トークンが\nありません"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","このビルドでは現金での購入はできません"
"TID_SHOP_CHINA_WARNING","警告：責任を持ってお楽しみください"
"TID_GATCHA_AD_STATUS_VIEW","広告を視聴すると\nいずれかの報酬を2倍に！"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","さらに報酬をゲット！"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","1日の視聴回数の上限に達しました"
"TID_GATCHA_AD_STATUS_NO_VIDEO","利用できる動画がありません"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","続ける"
"TID_AD_DOUBLER_TITLE","2倍にする報酬を選択"
"TID_AD_DOUBLER_CONTINUE","続ける"
"TID_GATCHA_CONTINUE","次へ"
"TID_HINT_23","キャラクターには、それぞれの能力を有効に\n発揮できるマップやモードがあります。"
"TID_HINT_24","射程の長いキャラは\n見通しの良いマップで使うとより有利です。"
"TID_HINT_25","射程の短いキャラは\n壁ややぶの多いマップで使うとより有利です。"
"TID_SPEC_ABI_SELF_DESTRUCT","悪あがき"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","彼女の大砲は、破壊される瞬間に爆弾を<VALUE2>個発射する。爆弾はそれぞれ<c00cc00><VALUE1></c>ダメージを与える。"
"TID_EVENT_LIST_BRAWL","プレイ"
"TID_INVITE_COPIED_TO_CLIPBOARD","招待リンクをコピーしました！"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","OK"
"TID_FRIEND_INVITE_POST_MESSAGE","このリンクをタップして、<friend>とブロスタでフレンドになりましょう！"
"TID_FRIEND_INVITE_POST_TITLE","フレンドを招待！"
"TID_ALLIANCE_JOIN_POST_MESSAGE","このリンクをタップして、ブロスタで私のクラブに参加してください！"
"TID_ALLIANCE_JOIN_POST_TITLE","フレンドをあなたのクラブに招待しましょう！"
"TID_HOMESCREEN_MODE_LOCKED","ここで戦うには合計<COUNT>トロフィー必要です！"
"TID_GAMEROOMS_PLAYERS_ONLINE","オンラインのフレンド：<count>人"
"TID_ARTILLERY_DUDE_SHORT_DESC","シャープシューター"
"TID_HAMMER_DUDE_SHORT_DESC","ヘビーウェイト"
"TID_HAMMER_DUDE_DESC","フランケンは、衝撃波を生みだす巨大なハンマーで敵を攻撃する。必殺技は、敵の動きを止める一段とパワフルな一振り！"
"TID_HAMMER_DUDE_WEAPON","巨大ハンマー"
"TID_HAMMER_DUDE_WEAPON_DESC","巨大ハンマーは振り下ろすのに少し時間がかかるが、当たれば大ダメージを与える。"
"TID_HAMMER_DUDE_ULTI","スタンブロー"
"TID_HAMMER_DUDE_ULTI_DESC","盛大なフルスイングが生みだす衝撃波は、ありとあらゆる物を破壊して、敵の動きもしばらく封じる。"
"TID_SPEC_ABI_STEAL_SOULS2","生気泥棒"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","倒した敵の生気を吸い取ることで、<VALUE2>秒間にわたってダメージが<c00cc00><VALUE1>%</c>増加する！"
"TID_ONLINE_FRIENDS_TITLE","オンラインのプレイヤー"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","最後まで生き残れ！"
"TID_VS_TEAM_SHOWDOWN","すべてのチームが敵同士！"
"TID_FIRST_WIN","スタートークン"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","No.1!"
"TID_HOMESCREEN_MODE_LOCKED_INFO","<count>トロフィーでアンロック"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","トロフィー目標"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","回収"
"TID_STAR_POWER_INFO","スターパワー\n<cde9700><NAME></c>\n\n<DESC>"
"TID_STAR_POWERS_TITLE","スターパワー"
"TID_ACCESSORIES_TITLE","ガジェット"
"TID_ACCESSORY_TITLE","ガジェット"
"TID_ACCESSORIES_INFO","ガジェット：<cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWER_STATUS_1_1","<c00ff00>選択中</c>"
"TID_STAR_POWER_STATUS_0_0","このスターパワーを所有していません"
"TID_ACESSORIES_STATUS_0_0","このガジェットを所有していません"
"TID_STAR_POWERS_PICK","選ぶ"
"TID_LEAGUE_NAME_0","ウッド"
"TID_LEAGUE_NAME_1","ブロンズ"
"TID_LEAGUE_NAME_2","シルバー"
"TID_LEAGUE_NAME_3","ゴールド"
"TID_LEAGUE_NAME_4","ダイヤモンド"
"TID_LEAGUE_NAME_5","マスター"
"TID_LEAGUE_NAME_6","エリート"
"TID_LEAGUE_NAME_7","オールスター"
"TID_SPECIAL_EVENTS","日替わりイベント"
"TID_SPECIAL_EVENT","特別イベント："
"TID_SPECIAL_EVENT_DESC","毎日変わる日替わりイベントをプレイしよう！"
"TID_SPECIAL_EVENTS_MOD","特別イベント"
"TID_SPECIAL_EVENT_MOD_DESC","定期的にその日の特別イベントをチェックしましょう！"
"TID_PLAYING_AGAIN","再戦 <c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","もう一度"
"TID_BRAWL_BOX_INFO_TITLE_1","ビッグボックス情報"
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","スタートークンを10個集めてビッグボックスをアンロック！"
"TID_KEY_BAR_INFO","バトルで入手できる<c33a5d7>トークン</c>の数です。\n\nトークンを使ってブロスタボックスを開けましょう。"
"TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT","トークン2倍イベント\n通常バトルから入手できる<c33a5d7>トークン</c>が2倍に！\n\n集めたトークンを使ってブロスタボックスを開けましょう。"
"TID_KEY_BAR_INFO_COIN_SHOWER_EVENT","コインの雨イベント\nバトルで<cff8E1b>コイン</c>を入手しましょう！\n\n通常のバトルで獲得したトークン1個につき、ボーナスコイン1枚がもらえます。しかも、ダブルトークンで倍増したトークンもカウントされます！\n\n集めたコインは、キャラクターのアップグレードに使いましょう。"
"TID_NEW_ONLINE_FRIEND","オンラインのプレイヤー"
"TID_NEW_GAME_ROOM","新チーム"
"TID_KEY_BAR_TITLE","バトルで入手できるトークン"
"TID_PLAYAGAIN_QUIT","終了"
"TID_BATTLE_END_WAITING","待機中"
"TID_ERROR_REPLAY_WAITING","リプレイは保留中です"
"TID_ERROR_REPLAY_NOT_POSSIBLE","リプレイは利用できません"
"TID_ERROR_SPECTATE_WAITING","観戦は保留中です"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","プレイヤーは現在バトルに参加していません"
"TID_BRAWL_TV_STARTING","ブロスタTVを読み込み中..."
"TID_ERROR_BRAWL_TV_WAITING","ブロスタTVは保留中です"
"TID_BRAWL_TV_QUIT","ブロスタTV #<NUM>"
"TID_ERROR_BRAWL_TV_TUNE_FAILED","ブロスタTV #<NUM>が見つかりません。移動します。"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME","次の再生まで：<NUM>秒"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON","連続再生"
"TID_BRAWL_TV_OFF_RETURN_HOME","TVを終了"
"TID_FIRST_WIN_INFO_SURVIVAL","他のプレイヤーと戦い、初めてトップ4に入ると<cff8E1b>スタートークン</c>を獲得できます。"
"TID_TEAM_POPOVER_YOUR_ROOM","あなたのチームです"
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","チームは現在バトルに参加していません"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","すでにこのチームに入っているため参加できません"
"TID_TEAM_AD_JOIN_FAIL_FULL","チームが満員のため参加できません。"
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","チケットが足りないため、ゲームを開始できません。"
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","このイベントはチームではプレイできません"
"TID_GAME_MODE_UNLOCKED","アンロック済"
"TID_ERROR_SPECTATE_DISABLED","観戦機能は、技術的な諸事情により一時的にご利用いただけません"
"TID_SPECTATE_FOLLOW","タップしてフォロー："
"TID_SPECTATE_FOLLOWING","フォロー中："
"TID_FIRST_WIN_INFO_TICKETED_EVENT","初回バトルから<cff8E1b>スタートークン</c>を獲得しましょう。"
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","他のプレイヤーと戦い、初めてトップ2に入ると<cff8E1b>スタートークン</c>を獲得できます。"
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","他のプレイヤーと戦い、ソロでトップ4またはデュオでトップ2に入ると<cff8E1b>スタートークン</c>を獲得できます。"
"TID_CONNECTING_WAIT_FOR_SPECTATE","観戦準備中..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","広告を視聴すると\nいずれかの報酬が2倍に！\n今日はあと<VIEWCOUNTREM>回観られます。"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","広告を視聴すると\nいずれかの報酬が2倍に！\n今日はあと<VIEWCOUNTREM>回観られます。"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","さらに報酬をゲット！\n今日はあと<VIEWCOUNTREM>回観られます。"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","さらに報酬をゲット！\n今日はあと<VIEWCOUNTREM>回観られます。"
"TID_CANNON_DAMAGE","大砲のダメージ"
"TID_CANNON_HEALTH","大砲のHP"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","このプレイヤーは保留中のフレンド申請が多すぎます。また後ほどお試しください。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","フレンド申請の送信数が上限に達しました。1つ削除して、再度お試しください。"
"TID_ADD_FRIEND_ERROR_GENERIC","フレンド申請を送信できません。また後ほどお試しください。"
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","フレンドに追加しようとしたプレイヤーは存在しません。"
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","自分をフレンドとして招待することはできません！"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","あなたのフレンドのフレンド数が多すぎます。また後ほどお試しください。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","フレンドが多すぎます。新しいフレンドを追加するには、今いるフレンドを1人削除してください。"
"TID_HINT_26","ペニーのスプラッシュ攻撃は\n敵が一直線に並んでいる時に有効です。"
"TID_HINT_27","開始前にチームメイトが集まったら\nバトルに向けてキャラの組合せを選んだり\n作戦を立てることができます。"
"TID_HINT_28","フレンドゲームでは、イベントの練習をしたり\n仲間と大会を開催したりできます！"
"TID_HINT_29","新しい仲間と良いバトルができたら「もう一度」を\n選んで引き続き一緒にプレイすることができます！"
"TID_HINT_30","フレンドバトルでは、イベントとマップが選べます。キャラも最大レベルまでアップグレードされます！"
"TID_HINT_31","フランケンは、攻撃や必殺技を\n繰り出す際に一旦停止するので\n敵が射程から逃げ出すチャンスを得られます。"
"TID_EXPERIENCE","XP"
"TID_HINT_32","チケットイベントは、チケットを使って\nプレイするのでトークンバーは消費しません。"
"TID_HINT_33","クラブのメンバーリストから\nメンバーにフレンド申請を送信できます。"
"TID_HINT_34","同じチームのプレイヤーには\nフレンド申請を送信できます。"
"TID_HINT_35","何戦か良いバトルができた時には\nオススメのフレンドリストからそのメンバーに\nフレンド申請を送信しましょう。"
"TID_HINT_36","同じチームのプレイヤーには\nフレンド申請を送信できます。"
"TID_HINT_37","「募集」ボタンを使うと、フレンドやクラブの\n仲間に向けてチームのメンバー募集ができます。"
"TID_COOP_GENERATED","ランブルアリーナ"
"TID_MECHANIC_KNIGHT_SKIN","ドラゴン使い ジェシー"
"TID_FRANK_CAVEMAN_SKIN","原始人 フランケン"
"TID_SOLO","ソロ"
"TID_DUO","デュオ"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","フレンドリストがいっぱいです！"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","承認待ちの申請が多すぎます。また後ほどお試しください。"
"TID_INVITE_FRIEND_TOKEN_ERROR","フレンドの招待にエラーが発生しました"
"TID_GOLDRUSH_9","暗いダム"
"TID_TEAM_JOIN_FINISH_TUTORIAL","チームに参加するにはチュートリアルを完了してください"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","ログイン失敗"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","ベータ版ブロスタは、お住まいの地域ではまだご利用いただけません。しばらくお待ちください！"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","OK"
"TID_CROW_PHEONIX_SKIN","不死鳥 クロウ"
"TID_MECHANIC_SUMMER_SKIN","サマー ジェシー"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","ロックスター\nコルト"
"TID_ROCKET_BEACH_SKIN_SHOP","ビーチ\nブロック"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","ピンク\nスパイク"
"TID_SHAMAN_PANDA_SKIN_SHOP","パンダ\nニタ"
"TID_CROW_WHITE_SKIN_SHOP","ホワイト\nクロウ"
"TID_BULL_HAIR_SKIN_SHOP","海賊\nブル"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","ゴールド\nリコシェ"
"TID_BARKEEP_GOLD_SKIN_SHOP","ゴールド\nバーリー"
"TID_LUCHADOR_RUDO_SKIN_SHOP","デビル\nプリモ"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","女盗賊\nシェリー"
"TID_LUCHADOR_KING_SKIN_SHOP","キング\nプリモ"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","ドラゴン使い\nジェシー"
"TID_FRANK_CAVEMAN_SKIN_SHOP","原始人\nフランケン"
"TID_MECHANIC_SUMMER_SKIN_SHOP","サマー\nジェシー"
"TID_CROW_PHEONIX_SKIN_SHOP","不死鳥\nクロウ"
"TID_GOLDRUSH_10","冷たい講堂"
"TID_BANKHEIST_5","大庭園"
"TID_BATTLE_ROYALE_D7","買い物中毒"
"TID_BATTLE_ROYALE_8","囚われた島"
"TID_BATTLE_ROYALE_6","激動の洞窟"
"TID_CLAN_CHAT_JUMP_TO_NEW","新着メッセージ <count>件"
"TID_CLAN_CHAT_NEW","新着"
"TID_BANKHEIST_6","分かれ道"
"TID_GOLDRUSH_11","沈んだ鉱山"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","ブロスタは、必ずGoogle Playストアからダウンロードしてください（ご利用できない地域もあります）。root化したデバイスは、現在サポート対象外です。後ほどご確認ください！"
"TID_RATE_APP_MESSAGE_ANDROID","Play Storeでブロスタの評価やレビューを投稿してください！今後の参考にさせていただきます。"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","新しいGoogle Playにログイン"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","現在プレイ中のゲームを\nこのGoogle Playアカウントにセーブしますか？"
"TID_SHOWDOWN_END","バトルロイヤル！"
"TID_SETTINGS_FIXES_JOYSTICK","コントローラーを固定"
"TID_SETTINGS_SC_ID","Supercell ID"
"TID_LANGUAGE_LOCALIZED_NAME","英語"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","言語の変更"
"TID_POPUP_CHANGE_LANGUAGE","本当に言語設定を変更しますか？"
"TID_SKIN_RARITY_1","<cffffff>ノーマル</c>"
"TID_SKIN_RARITY_2","<c0070dd>レア</c>"
"TID_SKIN_RARITY_3","<ca335ee>ハイパーレア</c>"
"TID_SKIN_RARITY_4","<cff8000>レジェンドレア</c>"
"TID_BANKHEIST_7","サボテンの道"
"TID_BATTLE_ROYALE_9","西の風"
"TID_BATTLE_ROYALE_10","砂の坑道"
"TID_NO_FRIENDS_GO_TO_FRIENDS","フレンド画面へ"
"TID_EVENT_MODIFIER_1","エナジードリンク"
"TID_EVENT_MODIFIER_2","反逆マシン"
"TID_EVENT_MODIFIER_3","隕石の雨"
"TID_EVENT_MODIFIER_4","夜警"
"TID_EVENT_MODIFIER_DESC_1","周りに誰もいなければ、エナジードリンクが出現するかも。拾うと、キャラクターのダメージと速度を一定時間ブーストできる！"
