"TID","CNT"
"TID_BRAWL_BOX_INFO_COINS","金幣"
"TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN","（<DRAWS>個亂鬥寶箱內必定開出）"
"TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN","（<DRAWS>個亂鬥寶箱內必定開出）"
"TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN","（<DRAWS>個亂鬥寶箱必定開出）"
"TID_POWER_DROP_VALUE","+<VALUE>"
"TID_COLLECT","收集"
"TID_PAGE_FRIENDS_TITLE","好友"
"TID_PAGE_FRIENDS_TITLE2","與好友組隊作戰！"
"TID_PAGE_FRIENDS_ADD_FRIENDS","新增好友"
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN","登入Facebook帳號，或新增遊戲內好友，即可與他們並肩作戰！"
"TID_PAGE_FRIENDS_NO_FRIENDS","登入Facebook帳號，或新增遊戲內好友，即可與他們並肩作戰！"
"TID_FRIENDS_TITLE","<COUNT>個好友"
"TID_FRIENDS_TAB_1","好友列表"
"TID_FRIENDS_TAB_2","推薦好友"
"TID_FRIENDS_TAB_3","好友請求"
"TID_TOTAL","總計"
"TID_BRAWL_BOX_INFO_TITLE_2","亂鬥寶箱資訊"
"TID_BRAWL_BOX_INFO_TITLE_3","超級寶箱資訊"
"TID_OFFER_ALSO_INCLUDES","特惠還包含"
"TID_OFFER_VALUE_TITLE","超值"
"TID_OFFER_VALUE","+<VALUE>%"
"TID_SHOP_OFFER_COUNTDOWN","<TIME>"
"TID_USE_ULTI_TUTORIAL","按住拖曳<cff9900>黃色搖桿</c>進行瞄準！"
"TID_HERO_STATS_TITLE","英雄能力值"
"TID_GATCHA_SCREEN_ITEMS_REMAINING","剩餘物品："
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING","剩餘獎勵："
"TID_GATCHA_SCREEN_YOU_GOT","你獲得了："
"TID_GATCHA_SCREEN_BONUSES","額外獎勵："
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED","已解鎖！"
"TID_HERO_LIST_ITEM_UPGRADE","升級"
"TID_SHOP_CLAMIMED","已領取"
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED","已領取該物品"
"TID_ONLINE","上線中"
"TID_LEADERBOARD","排行榜"
"TID_NOT_ENOUGH_TICKETS_INFO","\n\n你的入場券已用完。"
"TID_HERO_LIST_NEW","NEW"
"TID_HAMMER_DUDE","法蘭克"
"TID_HOLD_PHONE_LIKE_THIS","請這樣手持裝置"
"TID_HINT_FINGER_TAP_TAP","點擊搖桿"
"TID_HINT_FINGER_DRAG","按住拖曳進行瞄準"
"TID_MOVE_HERE","移到這裡"
"TID_HINT_HEADER","提示："
"TID_HINT_0","你可以點擊<ccc0033>紅色搖桿</c>，朝最近的敵人快速射擊。"
"TID_HINT_1","你可以點擊<cff9900>黃色搖桿</c>，朝最近的敵人快速釋放超級技能。"
"TID_HINT_2","你可以按住拖曳<ccc0033>紅色搖桿</c>進行瞄準射擊。"
"TID_HINT_3","你可以按住拖曳<cff9900>黃色搖桿</c>以瞄準超級技能的目標。"
"TID_HINT_4","要取消瞄準，你只需將搖桿拖回中間位置。"
"TID_HINT_5","獲得新英雄之後是衝盃的好時機，因為系統是根據你所選英雄的獎盃數為你配對對手的。"
"TID_HINT_6","解鎖的英雄越多，就越容易提升總獎盃數和獲得獎勵。"
"TID_HINT_7","小辣椒發射的子彈飛行距離越遠，造成的傷害越高。"
"TID_HINT_8","保力的超級技能攻擊距離越近，威力越大，因為近距離時燃燒瓶會集中落在較小的範圍內。"
"TID_HINT_9","彈射的子彈每次反彈都能增加飛行距離。"
"TID_HINT_10","點擊右邊螢幕的任意位置即可啟用<ccc0033>紅色搖桿</c>進行射擊。"
"TID_HINT_11","普通攻擊和超級技能都有兩種射擊模式：點擊以快速射擊和拖動搖桿瞄準射擊。"
"TID_HINT_12","拖曳射擊適合用來預判目標走位。"
"TID_HINT_13","快速射擊適用於來不及瞄準的情況。"
"TID_HINT_14","快速射擊適合用來攻擊近距離的目標。"
"TID_HINT_15","只要敵人離你夠近，即使你躲在草叢中他們也能發現你。"
"TID_HINT_16","快速射擊會朝敵人目前所在的位置開火，並不會預判敵人的移動方向。"
"TID_HINT_17","透過手動瞄準朝草叢開火，可以判斷草叢中是否藏有敵人。"
"TID_HINT_18","快速射擊適合攻擊靜止不動的敵人。"
"TID_HINT_19","快速射擊適合攻擊正面朝你靠近或正在直線躲開你的敵人。"
"TID_HINT_20","如果受到傷害或發動攻擊，即使你躲在草叢中，敵人也會發現你的蹤跡。"
"TID_HINT_21","躲在草叢裡不會被敵人發現。"
"TID_HINT_22","如果使用快速射擊，即使附近沒有敵人，你的英雄也會發動攻擊。"
"TID_VS_TUTORIAL","收集所有<ce662f9>寶石</c>"
"TID_USE_MANUAL_FIRE_TUTORIAL","按住拖曳<ccc0033>紅色搖桿</c>進行瞄準！"
"TID_TUTORIAL_GOOD_JOB_2","做得很好！這些<cff6633>橙色能量條</c>代表你的彈藥量。我會盡快裝填彈藥！"
"TID_TUTORIAL_GOOD_JOB_3","幹得漂亮！攻擊敵人可為你的<cff9900>超級技能</c>蓄能！"
"TID_TUTORIAL_GOOD_JOB_4","幹得漂亮！"
"TID_SPECTATE_PLAYER_BUTTON","觀戰"
"TID_SPECTATE_FAILED","無法觀戰"
"TID_ACCOUNT_DISABLED_TEXT","帳號被永久關閉"
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT","由於帳號主人申請刪除帳號，本帳號已被永久關閉，且無法再恢復。"
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT","由於長期沒有登入，該帳號已被永久關閉，且無法再恢復。"
"TID_ACCOUNT_DELETION_WARNING_TITLE","帳號關閉警告"
"TID_ACCOUNT_DELETION_WARNING_TEXT","根據你的請求，你的帳號即將被關閉。如果你不希望進行此操作，請在遊戲內點擊\q幫助與支援\q聯繫玩家支援團隊以取消你的請求。"
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST","根據你的請求，你的帳號即將被關閉。如果你不希望進行此操作，請在遊戲內點擊\q幫助與支援\q聯繫玩家支援團隊以取消你的請求。"
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN","你已加入該戰隊！"
"TID_CONFIRM_CHANGE_CLAN_TITLE","更換戰隊？"
"TID_CONFIRM_CHANGE_CLAN","你已加入戰隊！你確定要更換其他戰隊嗎？"
"TID_CONFIRM_CLAN_FULL_TITLE","戰隊已滿！"
"TID_CONFIRM_CLAN_FULL","無法加入<clan>。該戰隊已滿！"
"TID_BUTTON_CHANGE","更換"
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL","加入戰隊前請先完成教學"
"TID_CLAN_INTRO_INVITE","分享邀請"
"TID_INVITE_CLAN_TOKEN_ERROR","生成邀請發生錯誤"
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS","只有隊長和副隊長能邀請新隊員加入"
"TID_FRIENDS_FACEBOOK_CONNECT","連結"
"TID_FRIENDS_PAGE_INVITE","分享邀請"
"TID_SHARE_GAME_ROOM_POST_MESSAGE","點擊該連結，與<name>一起組隊暢玩《荒野亂鬥》！"
"TID_SHARE_GAME_ROOM_POST_TITLE","邀請加入小隊"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD","小隊代碼已複製到剪貼簿！"
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM","確定"
"TID_TEAM_INVITE_BUTTON_LABEL","分享小隊代碼"
"TID_TEAM_INVITE_EXPIRED","<NAME>發送的邀請已失效"
"TID_TEAM_INVITATION_POPUP_TITLE","小隊邀請"
"TID_TEAM_INVITATION_POPUP_ACCEPT","接受"
"TID_TEAM_INVITATION_POPUP_REJECT","拒絕"
"TID_TEAM_INVITATION_POPUP_MUTE","封鎖 <NAME> 10分鐘"
"TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE","錦標賽對戰"
"TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM","封鎖\n10分鐘"
"TID_BATTLE_ROYALE_5","酸蝕湖泊"
"TID_DAILY_COINS_COLLECTED_END_SCREEN","已獲得\n全部代幣"
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD","該測試版尚未開啟遊戲內購"
"TID_GATCHA_AD_STATUS_VIEW","觀看廣告\n選擇一項翻倍獎勵！"
"TID_GATCHA_AD_STATUS_VIEW_CHOISELESS","獲得更多獎勵！"
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS","每日觀看次數已達上限"
"TID_GATCHA_AD_STATUS_NO_VIDEO","未找到影片"
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE","繼續"
"TID_AD_DOUBLER_TITLE","選擇要翻倍的獎勵"
"TID_AD_DOUBLER_CONTINUE","繼續"
"TID_GATCHA_CONTINUE","確認"
"TID_HINT_23","每個英雄都有最適合發揮自己優勢的地圖和活動。"
"TID_HINT_24","射程遠的英雄更適合在開闊的地圖上作戰。"
"TID_HINT_25","射程較短的英雄更適合在草叢和障礙物較多的地圖中作戰。"
"TID_SPEC_ABI_SELF_DESTRUCT","佩炮終擊"
"TID_SPEC_ABI_SELF_DESTRUCT_DESC","當佩妮的艦炮被摧毀時，會朝附近的敵人發射出<VALUE2>顆炮彈。每顆炮彈可造成<c00cc00><VALUE1></c>傷害。"
"TID_EVENT_LIST_BRAWL","對戰"
"TID_INVITE_COPIED_TO_CLIPBOARD","邀請連結已複製到剪貼簿！"
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM","確定"
"TID_FRIEND_INVITE_POST_MESSAGE","點擊該連結，在《荒野亂鬥》中將<friend>加為好友！"
"TID_FRIEND_INVITE_POST_TITLE","邀請好友！"
"TID_ALLIANCE_JOIN_POST_MESSAGE","點擊該連結，加入我的《荒野亂鬥》戰隊！"
"TID_ALLIANCE_JOIN_POST_TITLE","邀請好友加入你的戰隊！"
"TID_HOMESCREEN_MODE_LOCKED","總獎盃數達到<COUNT>即可在此對戰！"
"TID_GAMEROOMS_PLAYERS_ONLINE","<count>名好友在線"
"TID_ARTILLERY_DUDE_SHORT_DESC","神射手"
"TID_HAMMER_DUDE_SHORT_DESC","重裝"
"TID_HAMMER_DUDE_DESC","法蘭克的巨錘能砸出衝擊波攻擊敵人。他的超級技能威力驚人，能擊暈敵人！"
"TID_HAMMER_DUDE_WEAPON","重錘出擊"
"TID_HAMMER_DUDE_WEAPON_DESC","法蘭克的巨錘非常沉重，需要花點時間蓄力才能把它揮出去。奮力揮出的巨錘威力巨大，能砸出衝擊波！"
"TID_HAMMER_DUDE_ULTI","眩暈猛擊"
"TID_HAMMER_DUDE_ULTI_DESC","在法蘭克最強力的猛擊下顫抖吧！這威力無窮的一擊不僅能摧毀障礙物，還能把敵人擊暈，使其一段時間不能動彈。"
"TID_SPEC_ABI_STEAL_SOULS2","力量奪取"
"TID_SPEC_ABI_STEAL_SOULS2_DESC","擊敗敵方英雄後，法蘭克能夠偷走對方的力量，在<VALUE2>秒內使自己的傷害提升<c00cc00><VALUE1>%</c>。"
"TID_ONLINE_FRIENDS_TITLE","線上玩家"
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT","和隊友成為最後生還者！"
"TID_VS_TEAM_SHOWDOWN","每支小隊\n各自為戰"
"TID_FIRST_WIN","星徽代幣"
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY","你的小隊是第1名！"
"TID_HOMESCREEN_MODE_LOCKED_INFO","達到<count>獎盃後解鎖"
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE","榮耀之路"
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT","收集"
"TID_STAR_POWER_INFO","能力之星：<cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWERS_TITLE","能力之星"
"TID_ACCESSORIES_TITLE","武裝配件"
"TID_ACCESSORY_TITLE","武裝配件"
"TID_ACCESSORIES_INFO","武裝配件：<cde9700><NAME></c>\n<DESC>"
"TID_STAR_POWER_STATUS_1_1","<c00ff00>已選擇</c>"
"TID_STAR_POWER_STATUS_0_0","尚未獲得該能力之星"
"TID_ACESSORIES_STATUS_0_0","你尚未獲得該武裝配件"
"TID_STAR_POWERS_PICK","選擇"
"TID_LEAGUE_NAME_0","原木"
"TID_LEAGUE_NAME_1","青銅"
"TID_LEAGUE_NAME_2","白銀"
"TID_LEAGUE_NAME_3","黃金"
"TID_LEAGUE_NAME_4","鑽石"
"TID_LEAGUE_NAME_5","大師"
"TID_LEAGUE_NAME_6","精英"
"TID_LEAGUE_NAME_7","全明星"
"TID_SPECIAL_EVENTS","每日活動"
"TID_SPECIAL_EVENT","特別活動："
"TID_SPECIAL_EVENT_DESC","記得每天回來看看每日活動唷！"
"TID_SPECIAL_EVENTS_MOD","特別活動"
"TID_SPECIAL_EVENT_MOD_DESC","記得經常回來看看有什麼特別活動唷！"
"TID_PLAYING_AGAIN","繼續組隊<c11ee11><NUMBER>/<NUMBER2></c>"
"TID_PLAYING_AGAIN_NO_PLAYERS","再來一場"
"TID_BRAWL_BOX_INFO_TITLE_1","大型寶箱資訊"
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS","收集10枚星徽代幣即可獲得一個大型寶箱！"
"TID_KEY_BAR_INFO","你可以從對戰中贏得的<c33a5d7>代幣</c>數量。\n\n代幣可以用來打開亂鬥寶箱。"
"TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT","雙倍代幣活動\n透過常規對戰獲得的<c33a5d7>代幣</c>數量加倍。\n\n代幣可以用來開啟亂鬥寶箱。"
"TID_KEY_BAR_INFO_COIN_SHOWER_EVENT","堆金如山活動\n透過對戰贏得<cff8E1b>金幣</c>！\n\n您透過一般對戰贏得的每1枚代幣，都可以額外獲得1枚金幣。雙倍代幣加成提供的代幣也能獲得金幣！\n\n金幣可用於升級英雄。"
"TID_NEW_ONLINE_FRIEND","線上玩家"
"TID_NEW_GAME_ROOM","創建小隊"
"TID_KEY_BAR_TITLE","可透過對戰獲得的代幣數量"
"TID_PLAYAGAIN_QUIT","退出"
"TID_BATTLE_END_WAITING","等待其他玩家"
"TID_ERROR_REPLAY_WAITING","正在等待重播"
"TID_ERROR_REPLAY_NOT_POSSIBLE","無法觀看重播"
"TID_ERROR_SPECTATE_WAITING","正在等待觀戰"
"TID_ERROR_SPECTATE_NOT_POSSIBLE","該玩家目前未進行對戰"
"TID_BRAWL_TV_STARTING","亂鬥TV載入中..."
"TID_ERROR_BRAWL_TV_WAITING","亂鬥TV處理中..."
"TID_BRAWL_TV_QUIT","亂鬥TV-<NUM>"
"TID_ERROR_BRAWL_TV_TUNE_FAILED","亂鬥TV-<NUM>無節目 - 切換中"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME","離下個節目開始還有：<NUM>秒"
"TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON","自動播放"
"TID_BRAWL_TV_OFF_RETURN_HOME","退出亂鬥TV"
"TID_FIRST_WIN_INFO_SURVIVAL","首次在玩家對戰排名前四即可獲得一枚<cff8E1b>星徽代幣</c>。"
"TID_TEAM_POPOVER_YOUR_ROOM","這是你的小隊"
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM","小隊目前沒有進行對戰"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM","無法加入，你已在該小隊中。"
"TID_TEAM_AD_JOIN_FAIL_FULL","無法加入，小隊已滿。"
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS","無法開始遊戲，入場券不足。"
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED","該活動不支持以小隊進行"
"TID_GAME_MODE_UNLOCKED","已解鎖"
"TID_ERROR_SPECTATE_DISABLED","由於技術原因，暫時無法觀戰。"
"TID_SPECTATE_FOLLOW","點擊以追隨："
"TID_SPECTATE_FOLLOWING","正在追隨："
"TID_FIRST_WIN_INFO_TICKETED_EVENT","進行首次對戰即可獲得一枚<cff8E1b>星徽代幣</c>"
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL","首次在玩家對戰排名前二即可獲得一枚<cff8E1b>星徽代幣</c>。"
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED","進行玩家對戰，單人排名前四、雙人排名前二即可獲得一枚<cff8E1b>星徽代幣</c>。"
"TID_CONNECTING_WAIT_FOR_SPECTATE","等待觀戰..."
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS","觀看廣告\n選擇一項翻倍獎勵！\n今天還可觀看<VIEWCOUNTREM>次"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW","觀看廣告\n選擇一項翻倍獎勵！\n今天還可觀看<VIEWCOUNTREM>次"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS","獲得更多獎勵！\n今天剩餘<VIEWCOUNTREM>次"
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS","獲得更多獎勵！\n今天剩餘<VIEWCOUNTREM>次"
"TID_CANNON_DAMAGE","炮擊傷害"
"TID_CANNON_HEALTH","艦炮生命值"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER","該玩家待處理的好友請求過多，請稍後再試。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU","你發送的好友請求過多，請刪除一個請求後重試。"
"TID_ADD_FRIEND_ERROR_GENERIC","無法發送好友請求，請稍後再試。"
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST","你要新增的好友不存在。"
"TID_ADD_FRIEND_ERROR_OWN_AVATAR","無法新增自己為好友！"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER","該玩家的好友列表已滿，請稍後再試。"
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU","你的好友列表已滿，請刪除一位好友後重試。"
"TID_HINT_26","如果敵人排成一列，佩妮能對他們造成大量濺射傷害。"
"TID_HINT_27","在對戰前創建小隊，以便討論戰術並挑選最佳的英雄組合。"
"TID_HINT_28","友誼賽不僅可以用來為活動熱身、與朋友切磋，還有多種用途！"
"TID_HINT_29","如果與新隊友的配合很有默契，點擊\q再來一場\q，即可與他們繼續並肩作戰！"
"TID_HINT_30","在友誼賽中，你可以挑選任意活動和地圖，同時所有英雄都將暫時升至滿級！"
"TID_HINT_31","法蘭克在攻擊和使用超級技能時無法移動，對手可以趁機逃離他的攻擊範圍。"
"TID_EXPERIENCE","經驗值"
"TID_HINT_32","入場券活動不會消耗代幣池，但是需要入場券才能參加。"
"TID_HINT_33","你可以在戰隊隊員名單中向戰隊隊員發送好友請求。"
"TID_HINT_34","你可以向小隊成員發送好友請求。"
"TID_HINT_35","跟其他玩家一起打完幾場精彩的對戰後，你可以在\q推薦好友\q中找到他們並發送好友請求。"
"TID_HINT_36","你可以向小隊成員發送好友請求。"
"TID_HINT_37","你可以點擊\q發送邀請\q按鈕，將小隊邀請發送給好友和戰隊隊員。"
"TID_COOP_GENERATED","喧嘩競技場"
"TID_MECHANIC_KNIGHT_SKIN","馴龍騎士"
"TID_FRANK_CAVEMAN_SKIN","瘋狂原始人"
"TID_SOLO","單人"
"TID_DUO","雙人"
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL","好友列表已滿！"
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY","已發送太多好友請求，請稍後再試。"
"TID_INVITE_FRIEND_TOKEN_ERROR","邀請好友時發生錯誤"
"TID_GOLDRUSH_9","靜謐池塘"
"TID_TEAM_JOIN_FINISH_TUTORIAL","完成教學後才能加入小隊"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE","登入失敗"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED","《荒野亂鬥》尚未在你所在的地區開啟測試。請保持關注！"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON","OK"
"TID_CROW_PHEONIX_SKIN","鳳凰"
"TID_MECHANIC_SUMMER_SKIN","水槍大作戰"
"TID_HERO_SCREEN_DIM_COLOR_MUL","222222"
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP","搖滾巨星"
"TID_ROCKET_BEACH_SKIN_SHOP","海灘男孩"
"TID_CACTUS_PINK_SKIN_SHOP_OLD","粉紅派對"
"TID_SHAMAN_PANDA_SKIN_SHOP","熊貓妮塔"
"TID_CROW_WHITE_SKIN_SHOP","雪鴉"
"TID_BULL_HAIR_SKIN_SHOP","維京狂牛"
"TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD","金牌彈射"
"TID_BARKEEP_GOLD_SKIN_SHOP","金色保力"
"TID_LUCHADOR_RUDO_SKIN_SHOP","蝙蝠假面"
"TID_SHOTGUN_BANDITA_SKIN_SHOP","獨眼大盜"
"TID_LUCHADOR_KING_SKIN_SHOP","王者降臨"
"TID_MECHANIC_KNIGHT_SKIN_SHOP","馴龍騎士"
"TID_FRANK_CAVEMAN_SKIN_SHOP","瘋狂原始人"
"TID_MECHANIC_SUMMER_SKIN_SHOP","水槍大作戰"
"TID_CROW_PHEONIX_SKIN_SHOP","鳳凰"
"TID_GOLDRUSH_10","回聲洞穴"
"TID_BANKHEIST_5","華麗圍欄"
"TID_BATTLE_ROYALE_D7","大快朵頤"
"TID_BATTLE_ROYALE_8","孤島入侵"
"TID_BATTLE_ROYALE_6","洞穴迷宮"
"TID_CLAN_CHAT_JUMP_TO_NEW","<count>條新訊息"
"TID_CLAN_CHAT_NEW","NEW"
"TID_BANKHEIST_6","迂迴岔路"
"TID_GOLDRUSH_11","水淹礦場"
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID","你必須透過Google Play商店下載《荒野亂鬥》測試版（僅支持部分地區）。目前《荒野亂鬥》尚不支持在Root後的裝置上進行遊戲。請繼續關注我們的遊戲！"
"TID_RATE_APP_MESSAGE_ANDROID","請在Google Play商店對《荒野亂鬥》(Brawl Stars)進行評分，並留下你的寶貴意見！"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE","登入新的Google Play帳號"
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT","你想將當前遊戲進度與該Google Play帳號關聯嗎？"
"TID_SHOWDOWN_END","生死決鬥！"
"TID_SETTINGS_FIXES_JOYSTICK","鎖定移動控制搖桿"
"TID_SETTINGS_SC_ID","SUPERCELL ID"
"TID_LANGUAGE_LOCALIZED_NAME","繁體中文"
"TID_POPUP_CHANGE_LANGUAGE_TITLE","更改語言？"
"TID_POPUP_CHANGE_LANGUAGE","你確定要更改語言嗎？"
"TID_SKIN_RARITY_1","<cffffff>普通</c>"
"TID_SKIN_RARITY_2","<c0070dd>稀有</c>"
"TID_SKIN_RARITY_3","<ca335ee>史詩</c>"
"TID_SKIN_RARITY_4","<cff8000>傳奇</c>"
"TID_BANKHEIST_7","荒漠走廊"
"TID_BATTLE_ROYALE_9","西風峽谷"
"TID_BATTLE_ROYALE_10","沙丘漂流"
"TID_NO_FRIENDS_GO_TO_FRIENDS","前往好友列表"
"TID_EVENT_MODIFIER_1","能量飲料"
"TID_EVENT_MODIFIER_2","憤怒機甲"
"TID_EVENT_MODIFIER_3","流星火雨"
"TID_EVENT_MODIFIER_4","噬血奪魂"
"TID_EVENT_MODIFIER_DESC_1","如果你身旁沒有其他玩家，能量飲料就有可能出現在你的附近。拾取能量飲料能在短時間內大幅提升英雄的攻擊力，並提高移動速度！"
"TID_EVENT_MODIFIER_DESC_2","小心，憤怒的機甲可能會隨機出現在地圖任意位置，並朝離它最近的英雄發動攻擊！"
"TID_EVENT_MODIFIER_DESC_3","現在可不是停下來欣賞流星雨的時候，被這些落下來的隕石砸中可不是鬧著玩的！"
"TID_BALL_4","綠蔭球場"
"TID_EVENT_MODIFIER_DESC_4","你的生命值會不斷流失，但是對敵方英雄造成傷害可為你恢復部分生命值，擊敗敵方英雄則可以恢復全部生命值！所有治療能力的效果都將降低。"
"TID_BALL_5","亂鬥球場"
"TID_BALL_6","超級體育場"
"TID_BALL_7","池塘漫步"
"TID_BANKHEIST_8","恐怖隧道"
"TID_EVENT_MODIFIER_DESC_3_SD","隕石會從天而降，英雄聚集的地方會更加危險！"
"TID_DEFEATED_SHOWDOWN","戰敗"
"TID_OFFER_WATCH_AD","觀看廣告"
"TID_ERROR_REPLAY_DISABLED","無法重播"
"TID_WANTED_9","運河水道"
"TID_HOOK","吉恩"
"TID_STAR_KEY_INFO_EXTENSION","\n\n星徽代幣可用來打開大型寶箱。"
"TID_TEAM_OWNER_TEXT","<NAME>的小隊"
"TID_SPECTATE_AUTO","自動"
"TID_BATTLE_ROYALE_11","奇異弧線"
"TID_FRIEND_POPOVER_INVITE","邀請至小隊"
"TID_TEAM_ERROR_ALREADY_IN_ROOM","該玩家已加入你的小隊"
"TID_TEAM_ERROR_ALREADY_INVITED","該玩家已被邀請！"
"TID_BATTLE_ROYALE_D2","風暴平原"
"TID_UNDERTAKER_GREASER_SKIN","鄉村搖滾"
"TID_COMMUNITY_PROPS","此地圖由玩家設計！\n\n地圖創意：\n<cff8000><CREDIT></c>"
"TID_BATTLE_ROYALE_12","炙熱迷宮"
"TID_TEAM_INVITE_ALREADY_IN_TEAM","該玩家已加入其他小隊"
"TID_HINT_38","如果某位英雄腳下有轉動的藍圈，代表其超級技能已經蓄能完畢！"
"TID_HINT_39","如果某位英雄腳下有轉動的黃圈，代表其正在瞄準，準備使用超級技能！"
"TID_EVENT_NOT_AVAILABLE","沒有活動"
"TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE","沒有廣告可以觀看，請稍後再試！"
"TID_SHOP_NOT_AVAILABLE","無法使用"
"TID_UNDERTAKER_GREASER_SKIN_SHOP","鄉村搖滾"
"TID_HINT_40","在設定介面連結Supercell ID可以保護你的帳號並讓你在多台裝置上進行遊戲，還能獲得一款免費造型！"
"TID_GACHA_VIDEO_REWARD_RECEIVED","額外獎勵已新增！"
"TID_BUTTON_NAVI_SHOP","商店"
"TID_BUTTON_NAVI_SOCIAL","社交"
"TID_BUTTON_NAVI_BRAWLERS","英雄"
"TID_BRAWL_TICKETS_BUTTON","對戰"
"TID_HOME_SCREEN_INVITE","邀請"
"TID_HINT_41","你的總獎盃數是每個英雄的獎盃數之和。"
"TID_GOAL","<name>得分！"
"TID_EVENT_MODIFIER_5","癒傷蘑菇"
"TID_EVENT_MODIFIER_DESC_5","地圖上會隨機出現癒傷蘑菇！它會在一定時間內治療所有附近的英雄。"
"TID_EVENT_MODIFIER_DESC_5_SD","地圖上會隨機出現癒傷蘑菇，但蘑菇不會在英雄聚集的地方生長。"
"TID_NINJA","里昂"
"TID_ROSA","羅莎"
"TID_HINT_42","只要一段時間沒有受傷或進行攻擊，你的英雄就會自動恢復生命值。"
"TID_HOOK_SHORT_DESC","輔助"
"TID_HOOK_DESC","吉恩的神燈可以發射會分裂的魔焰攻擊敵人。他的超級技能是伸出精靈魔手把敵人拉到自己身邊！"
"TID_SPEC_ABI_HOOK","治癒魔霧"
"TID_SPEC_ABI_HOOK_DESC","吉恩每秒為身邊的隊友恢復<c00cc00><VALUE1></c>生命值。"
"TID_HOOK_WEAPON","神燈衝擊"
"TID_HOOK_ULTI","精靈魔手"
"TID_HOOK_WEAPON_DESC","吉恩用神燈發射一團魔焰攻擊敵人。如果魔焰沒有擊中敵人，其傷害會均分給分裂而成的數團小型魔焰，攻擊前方扇形範圍內的敵人。"
"TID_HOOK_ULTI_DESC","吉恩從神燈中伸出一隻精靈魔手，被精靈魔手抓住的敵人會被拉到吉恩所在的位置！"
"TID_NINJA_SHORT_DESC","潛行刺客"
"TID_NINJA_DESC","里昂每次能朝目標投擲多把手裏劍。他的超級技能是忍法煙玉，可以讓自己在短時間內隱身！"
