"Name","ParentProjectileForSkin","Speed","FileName","BlueSCW","RedSCW","BlueExportName","RedExportName","ShadowExportName","BlueGroundGlowExportName","RedGroundGlowExportName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionTimeMs","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","Radius","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","Gravity","EarlyTicks","HideTime","Scale","RandomStartFrame","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnCharacter","SpawnItem","TrailEffect","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","Rendering","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","ChainsToEnemies","ChainBullets","ChainSpread","ChainTravelDistance","ChainBullet","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamagesConstantlyTickDelay","FreezeStrength","FreezeDurationMS","StunLengthMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","PoisonDamagePercent","DamageOnlyWithOneProj","HealOwnPercent","CanGrowStronger","HideFaster","GrapplesEnemy","KickBack","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","MinDistanceForSpread","IsFriendlyHomingMissile","IsBoomerang","CanHitAgainAfterBounce","IsHomingMissile","BlockUltiCharge","PoisonType","TravelType","HomingStrength","HomeIgnoreTicks","HomeDistance","HomeLifeTime"
"HookUltiProjectile",,3200,"sc/effects_brawler.sc","sc3d/gene_projectile_open_blue.scw","sc3d/gene_projectile_open_red.scw","gene_def_ulti1_trail","gene_def_ulti1_trail_red",,"glow_normal_blue_big",,,,,"gene_def_ulti_reached","gene_def_ulti_hit","gene_def_ulti_reached",200,,,,,0,4,0,60,,,,,,"gene_def_ulti_trail","true",,,,,,,,,,,,,"HookUltiProjectile2",,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,
"HookUltiProjectile2",,2000,"sc/effects_brawler.sc","sc3d/gene_projectile_closed_blue.scw","sc3d/gene_projectile_closed_red.scw","gene_def_ulti1_trail","gene_def_ulti1_trail_red",,"glow_normal_blue_big",,,,,"Gen_hit","Gen_hit","no_hit",200,,,,,0,2,0,60,,,,,,"gene_def_ulti_trail","true",,,,,,"true","true",,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,
"ClusterBombProjectile",,450,"sc/effects.sc","sc3d/tick_def_atk_projectile_blue.scw","sc3d/tick_def_atk_projectile_blue.scw",,,"shadow_normal_circle",,,,,,"Gen_hit","Gen_hit",,0,"true","true",900,,25,2,0,100,,"ClusterBombExplosion",,,,"brock_def_atk_trail","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClusterBombProjectile2",,2000,"sc/effects.sc",,,"cactus_ulti_projectile","cactus_ulti_projectile_red","shadow_normal_circle",,,,,,"Gen_hit","Gen_hit",,0,"true","true",,,200,1,0,100,,"ClusterBombExplosion2",,,,"Gen_Trail_dust","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ArcadeProjectile",,4500,"sc/effects_brawler.sc",,,"arcade_def_projectile","arcade_def_projectile_red",,"projectile_light","projectile_light_red",,,,"arcade_def_atk_reached","arcade_def_atk_hit","arcade_def_atk_reached",50,,,,,0,3,0,100,2,,,,,"arcade_def_atk_trail","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LeonDefProjectile",,3500,"sc/effects_brawler.sc",,,"leon_def_atk_projectile","leon_def_atk_projectile_red","shadow_normal_circle",,,,,,"Gen_hit","Gen_hit","leon_def_atk_reachaed",100,,,,,0,2,0,80,,,,,,,"true",,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leon002Projectile","LeonDefProjectile",,"sc/effects_brawler.sc",,,"leon_002_atk_projectile","leon_002_atk_projectile_red","shadow_normal_circle",,,,,,"leon_002_atk_hitEnv","leon_002_atk_hit","leon_002_atk_reachaed",,,,,,,,,80,,,,,,"leon_002_atk_trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leon003Projectile","LeonDefProjectile",,"sc/effects_brawler.sc",,,"leon_003_atk_projectile","leon_003_atk_projectile_red","shadow_normal_circle",,,,,,"leon_003_atk_hitEnv","leon_003_atk_hit","leon_003_atk_reachaed",,,,,,,,,80,,,,,,"leon_003_atk_trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RosaProjectile",,5000,"sc/effects_brawler.sc","sc3d/rosa_def_atk_projectile_blue.scw","sc3d/rosa_def_atk_projectile_red.scw",,,"shadow_normal_circle_big",,,,,,"rosa_def_hit","rosa_def_hit",,150,,,,,0,2,0,80,,,,,,"rosa_def_atk_swoosh","true",,,,"UseZFrames","true",,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,
"SandstormUltiProjectile",,2000,"sc/effects.sc","sc3d/sandy_def_ulti.scw","sc3d/sandy_def_ulti.scw",,,"shadow_normal_circle",,,,,,"Gen_hit","Gen_hit","sandy_def_ulti_explode",0,"true",,,,300,1,0,100,,"Sandstorm",,,,"sandy_def_ulti_trail","true",,,,"DoNotRotateClip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CoopRangedEnemyProjectile",,4000,"sc/effects.sc",,,"Bullet_red","Bullet_red","shadow_normal_circle",,,,,,"Gen_hit","Gen_hit","no_hit",100,,,,,0,2,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BossProjectile",,3000,"sc/effects.sc","sc3d/brock_rocket_blue.scw","sc3d/brock_rocket_red.scw",,,"shadow_normal_circle",,,,,,"explosion_rocket_rose","explosion_rocket_rose","explosion_rocket_rose",150,,,,,0,3,0,100,,,,,,"Rocket_Trail",,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RaidBossRangedEnemyProjectile",,4000,"sc/effects.sc",,,"Bullet_red","Bullet_red","shadow_normal_circle",,,,,,"Gen_hit","Gen_hit","no_hit",100,,,,,0,2,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RaidBossProjectileRed",,5000,"sc/effects.sc",,,"gen_beam_red","gen_beam_red",,"projectile_light_red","projectile_light_red",,,,"Gen_hit","Gen_hit","no_hit",150,,,,,0,3,0,130,,,,,,"Gen_Trail_small",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RaidBossProjectileRedDestroyEnv",,5000,"sc/effects.sc",,,"gen_beam_red","gen_beam_red",,"projectile_light_red","projectile_light_red",,,,"explosion_rocket_rose","explosion_rocket_rose","explosion_rocket_rose",150,,,,,0,3,0,130,,,,,,"Gen_Trail_small",,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RaidBossProjectileGold",,5000,"sc/effects.sc",,,"gen_beam_red","gen_beam_red",,"projectile_light_red","projectile_light_red",,,,"explosion_rocket_rose","explosion_rocket_rose","explosion_rocket_rose",150,,,,,0,3,0,130,,,,,,"Gen_Trail_small",,"true",,,,"true","true","true",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,40,,60,255,255,,,,,,,,,,,,,
"RaidBossRocketProjectile",,480,"sc/effects.sc","sc3d/brock_rocket_blue.scw","sc3d/brock_rocket_red.scw",,,"shadow_normal_circle",,,,,,"Gen_Very_Big_Explosion","Gen_Very_Big_Explosion","Gen_Very_Big_Explosion",0,"true","true",,,20,2,0,185,,"RaidBossRocketBurn",,,,"Rocket_Trail",,,,,"UseZFrames",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShamanStarPowerProjectile",,3000,"sc/effects_brawler.sc",,,"nita_def_starP_core","nita_def_starP_core_red",,"glow_normal_green","projectile_fire_red",,,,"Mariachi_hit","Mariachi_hit","nita_def_starPower_hit",0,,,,,0,1,0,100,,,,,,"rico_ulti_trail_twinkles",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,
"UndertakerStarPowerProjectile",,3000,"sc/effects_brawler.sc",,,"mortis_def_starPower_bat","mortis_def_starPower_bat_red",,"glow_normal_green","projectile_fire_red",,,,"Mariachi_hit","Mariachi_hit","nita_def_starPower_hit",0,,,,,0,1,0,100,,,,,,"mortis_def_starPower_blood",,,,,"DoNotRotateClip",,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,
"HammerDudeStarPowerProjectile",,3000,"sc/effects_brawler.sc",,,"frank_def_starP_core","frank_def_starP_core_red",,"glow_normal_purple","projectile_fire_red",,,,"Mariachi_hit","Mariachi_hit","frank_def_starPower_hit",0,,,,,0,1,0,100,,,,,,"rico_ulti_trail_twinkles",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,
"RoboWarsBaseProjectile",,6000,"sc/effects.sc","sc3d/siege_base_projectile_blue.scw","sc3d/siege_base_projectile_red.scw",,,"shadow_normal_circle",,,,,,"Gen_hit","Gen_hit",,0,"true",,,,1900,2,0,100,1,"RoboWarsBaseExplosion",,,,"brock_def_atk_trail",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,
"WhirlwindProjectile",,2700,"sc/effects_brawler.sc",,,"carl_def_atk_projectile","carl_def_atk_projectile_red","carl_def_atk_projectile_shadow",,,,,,"Carl_hitEnv","Gen_hit",,250,,,,,0,1,0,100,,,,,,"carl_def_atk_trail","true",,,,"DoNotRotateClip","true",,,,,,,,"WhirlwindProjectile2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,
"WhirlwindProjectile2",,2700,"sc/effects_brawler.sc",,,"carl_def_atk_projectile","carl_def_atk_projectile_red","carl_def_atk_projectile_shadow",,,,,,"Gen_hit","Gen_hit",,250,,,,,0,1,0,100,,,,,,"carl_def_atk_trail_return","true",,,,"DoNotRotateClip","true",,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,,,
"Carl002Projectile","WhirlwindProjectile",,"sc/effects_brawler.sc",,,"carl_002_atk_projectile","carl_002_atk_projectile_red","carl_002_atk_projectile_shadow",,,,,,"Carl_hitEnv","Gen_hit",,,,,,,0,,0,100,,,,,,"carl_def_atk_trail","true",,,,"DoNotRotateClip",,,,,,,,,"Carl002Projectile2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl002Projectile2","WhirlwindProjectile2",,"sc/effects_brawler.sc",,,"carl_002_atk_projectile","carl_002_atk_projectile_red","carl_002_atk_projectile_shadow",,,,,,"Gen_hit","Gen_hit",,,,,,,0,,0,100,,,,,,"carl_def_atk_trail_return","true",,,,"DoNotRotateClip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl003Projectile","WhirlwindProjectile",,"sc/effects_brawler.sc",,,"carl_003_atk_projectile","carl_003_atk_projectile_red","carl_003_atk_projectile_shadow",,,,,,"Carl_hitEnv","Gen_hit",,,,,,,0,,0,100,,,,,,"carl_def_atk_trail","true",,,,"DoNotRotateClip",,,,,,,,,"Carl003Projectile2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl003Projectile2","WhirlwindProjectile2",,"sc/effects_brawler.sc",,,"carl_003_atk_projectile","carl_003_atk_projectile_red","carl_003_atk_projectile_shadow",,,,,,"Gen_hit","Gen_hit",,,,,,,0,,0,100,,,,,,"carl_def_atk_trail_return","true",,,,"DoNotRotateClip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl004Projectile","WhirlwindProjectile",,"sc/effects_brawler.sc",,,"carl_004_atk_projectile","carl_004_atk_projectile_red","carl_003_atk_projectile_shadow",,,,,,"carl_004_atk_hitEnv","carl_004_atk_hit",,,,,,,0,,0,100,,,,,,"carl_004_atk_trail","true",,,,"DoNotRotateClip",,,,,,,,,"Carl004Projectile2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl004Projectile2","WhirlwindProjectile2",,"sc/effects_brawler.sc",,,"carl_004_atk_projectile","carl_004_atk_projectile_red","carl_003_atk_projectile_shadow",,,,,,"carl_004_atk_hitEnv","carl_004_atk_hit",,,,,,,0,,0,100,,,,,,"carl_004_atk_trail","true",,,,"DoNotRotateClip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl005Projectile","WhirlwindProjectile",,"sc/effects_brawler.sc",,,"carl_005_atk_projectile_blue","carl_005_atk_projectile_red","carl_003_atk_projectile_shadow",,,,,,"carl_005_atk_hitEnv","carl_005_atk_hit",,,,,,,0,,0,100,,,,,,"carl_005_atk_trail","true",,,,"DoNotRotateClip",,,,,,,,,"Carl005Projectile2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carl005Projectile2","WhirlwindProjectile2",,"sc/effects_brawler.sc",,,"carl_005_atk_projectile_blue","carl_005_atk_projectile_red","carl_003_atk_projectile_shadow",,,,,,"carl_005_atk_hitEnv","carl_005_atk_hit",,,,,,,0,,0,100,,,,,,"carl_005_atk_trail_return","true",,,,"DoNotRotateClip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BaseballUltiProjectile",,3000,"sc/effects_brawler.sc",,,"bibi_def_ulti_projectile","bibi_def_ulti_projectile_red","shadow_normal_circle_huge",,,,,,"bibi_def_ulti_hitEffect","bibi_def_ulti_hitEffect_char","bibi_def_ulti_reached",250,,,,,0,3,0,100,,,,,,"bibi_def_ulti_trail","true",,"true",,"DoNotRotateClip","true",,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ClusterBombSummonProjectile",,1196,"sc/effects_brawler.sc","sc3d/tick_def_ulti_projectile_blue.scw","sc3d/tick_def_ulti_projectile_blue.scw",,,"shadow_normal_circle",,,,,,"Gen_hit","Gen_hit",,0,"true",,,,170,1,0,100,,,,,,"nita_def_ulti_trail","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurretElecProj",,3478,"sc/effects_brawler.sc",,,"jessie_elecBall_blue","jessie_elecBall_red",,"projectile_light","projectile_light_red",,,,"Electricity_hit","Electricity_hit","electricity_end_blue",0,,,,,0,2,0,80,,,,,,,,,,,,,,,,1,,,14,"TurretElecProj2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurretElecProj2",,2000,"sc/effects_brawler.sc",,,"jessie_elecBall_blue","jessie_elecBall_red",,"projectile_light","projectile_light_red",,,,"Electricity_hit","Electricity_hit","electricity_end_blue",0,,,,,0,2,0,80,,,,,,,,,,,,,,,,1,,,14,"TurretElecProj3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,
"TurretElecProj3",,2000,"sc/effects_brawler.sc",,,"jessie_elecBall_blue","jessie_elecBall_red",,"projectile_light","projectile_light_red",,,,"Electricity_hit","Electricity_hit","electricity_end_blue",0,,,,,0,2,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,
"BlackHolePet2Projectile",,3000,"sc/effects_brawler.sc",,,"nita_def_starP_core","nita_def_starP_core_red",,"glow_normal_green","projectile_fire_red",,,,"Mariachi_hit","Mariachi_hit","nita_def_starPower_hit",0,,,,,0,1,0,100,,,,,,"rico_ulti_trail_twinkles",,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,"true",,,,,,,,,,
"ArcadeUltiProjectile",,1196,"sc/effects_brawler.sc","sc3d/arcade_def_ulti.scw","sc3d/arcade_def_ulti_red.scw",,,"shadow_normal_circle",,,,,,,,,0,"true",,,,170,3,0,100,,,,,,"arcade_def_ulti_trail","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperUltiProjectile",,2500,"sc/effects_brawler.sc",,,"bea_def_ulti_projectile","bea_def_ulti_projectile_red","gene_def_atk1_projecctile_shadow",,,,,,"Gen_hit","bea_def_ulti_hit","bea_def_ulti_reached",150,,,,,0,2,0,80,,,,,,"bea_def_atk_trail","true",,,,,,,,,,,,,,,,,,350,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
"BeeProjectile",,4000,"sc/effects.sc",,,"Bullet_blue","Bullet_red","shadow_normal_circle",,,,,,"Gen_hit","Gen_hit","no_hit",0,,,,,0,2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SandstormProjectile",,3500,"sc/effects_brawler.sc",,,"sandy_def_atk_projectile","sandy_def_atk_projectile",,,,,,,"sandy_def_atk_reached","sandy_def_atk_hit","sandy_def_atk_reached",200,,,,,0,4,0,80,2,,,,,"sandy_def_atk_trail","true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,"true",,"true",,,,,,,,,,,,,,,,,,,,,,,
"TurretWaterProj","TurretElecProj",,"sc/effects_brawler.sc",,,"jessie_002_atk_projectile","jessie_002_atk_projectile_red","shadow_normal_circle_big",,,,,,"jessie_002_turret_hitEnv","jessie_002_turret_hit","jessie_002_turret_hitEnv",,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,"TurretWaterProj2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurretWaterProj2","TurretElecProj2",,"sc/effects_brawler.sc",,,"jessie_002_atk_projectile","jessie_002_atk_projectile_red","shadow_normal_circle_big",,,,,,"jessie_002_turret_hitEnv","jessie_002_turret_hit","jessie_002_turret_hitEnv",,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,"TurretWaterProj3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TurretWaterProj3","TurretElecProj3",,"sc/effects_brawler.sc",,,"jessie_002_atk_projectile","jessie_002_atk_projectile_red","shadow_normal_circle_big",,,,,,"jessie_002_turret_hitEnv","jessie_002_turret_hit","jessie_002_turret_hitEnv",,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MummyProjectile",,1500,"sc/effects_brawler.sc",,,"emz_def_atk_projectile","emz_def_atk_projectile_red",,,,,,,"emz_def_atk_reached","emz_def_atk_hit","emz_def_atk_reached",200,,,,,0,3,0,100,2,,,,,"emz_def_atk_trail","true",,,,,"true",,,,,,,,,,,,7,,,,35,125,,,,,"true",,,"true",,,,,,,,,,,,,,,,,,1,,,,
"BossRaceBossProjectile",,5000,"sc/effects.sc",,,"gen_beam_red","gen_beam_red",,"projectile_light_red","projectile_light_red",,,,"Gen_hit","Gen_hit","no_hit",150,,,,,0,3,0,130,,,,,,"Gen_Trail_small",,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BossRaceBossLightningProjectile1",,3500,"sc/effects_brawler.sc",,,"jessie_elecBall_blue","jessie_elecBall_red",,"projectile_light","projectile_light_red",,,,"Electricity_hit","Electricity_hit","electricity_end_blue",250,,,,,0,3,0,250,,,,,,"electricity_Trail","true",,,,,,,,,1,,,40,"BossRaceBossLightningProjectile2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BossRaceBossLightningProjectile2",,2700,"sc/effects_brawler.sc",,,"jessie_elecBall_blue","jessie_elecBall_red",,"projectile_light","projectile_light_red",,,,"Electricity_hit","Electricity_hit","electricity_end_blue",250,,,,,0,1,0,250,,,,,,"electricity_Trail","true",,,,,,,,,1,,,40,"BossRaceBossLightningProjectile3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BossRaceBossLightningProjectile3",,2700,"sc/effects_brawler.sc",,,"jessie_elecBall_blue","jessie_elecBall_red",,"projectile_light","projectile_light_red",,,,"Electricity_hit","Electricity_hit","electricity_end_blue",250,,,,,0,1,0,250,,,,,,"electricity_Trail","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BossRaceBossRocketProjectile",,400,"sc/effects_brawler.sc","sc3d/brock_rocket_blue.scw","sc3d/brock_rocket_red.scw","brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle",,,,,,"Gen_hit","Gen_hit",,0,"true","true",,,10,2,0,150,,"BossRaceBossRocketExplosion","BossRaceBossRocketBurn",,,"brock_def_ulti_trail","true",,,,"UseZFrames",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeProjectile",,3000,"sc/effects_brawler.sc",,,"brock_def_ulti_tail_blue","brock_def_ulti_tail_red","shadow_normal_circle",,,,,,"electricity_end_blue","electricity_end_blue","electricity_end_blue",200,,,,,0,2,0,250,,,,,,,"true",,,,"UseZFrames",,,,,,1,,10,"SpawnerDudeIndirectProjectile",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpawnerDudeIndirectProjectile",,1000,"sc/effects_brawler.sc",,,"brock_def_ulti_tail_blue","brock_def_ulti_tail_red","dynamike_tnt_shadow",,,,,,"Gen_hit","Gen_hit",,0,"true","true",600,35,400,,0,250,,"TntDudeExplosion",,,,"fire_spark_trail","true",,,,"DoNotRotateClip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,
"SpawnerDudeUltiProjectile",,1196,"sc/effects_brawler.sc",,,"penny_def_ulti_projectile","penny_def_ulti_projectile_red","shadow_normal_circle",,,,,,"Gen_hit","Gen_hit",,0,"true",,,,139,1,0,100,,,,,,"plasma_trail","true",,,,"DoNotRotateClip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperProjectile",,3100,"sc/effects_brawler.sc",,,"bea_def_atk_projectile","bea_def_atk_projectile_red","shadow_normal_circle",,,,,,"bea_def_atk_hitEnv","bea_def_atk_hit","bea_def_atk_hitEnv",150,,,,,0,3,0,150,,,,,,"arcade_def_atk_trail","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BeeSniperChargedProjectile",,3100,"sc/effects_brawler.sc",,,"bea_def_atk2_projectile","bea_def_atk2_projectile_red","shadow_normal_circle",,,,,,"bea_def_atk2_hitEnv","bea_def_atk2_hit","bea_def_atk2_hitEnv",150,,,,,0,3,0,180,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpeedyProjectile",,4000,"sc/effects_brawler.sc",,,"max_def_atk_projectile","max_def_atk_projectile_red",,"projectile_light","projectile_light_red",,,,"max_def_atk_reachaed","max_def_atk_hit","max_def_atk_reachaed",50,,,,,0,2,0,130,,,,,,"max_def_atk_trail","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HomerProjectile",,2500,"sc/effects_brawler.sc",,,"crow_def_atk_projectile","crow_def_atk_projectile_red","shadow_normal_circle","glow_normal_green","projectile_fire_red",,,,"sniper_hit","sniper_hit","no_hit",150,,,,,0,1,0,150,,,,,,"Gen_Trail_dust","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,8,40
"HomerUltiProjectile",,1196,"sc/effects_brawler.sc",,,"nita_def_ulti_projectile_blue","nita_def_ulti_projectile_red","shadow_normal_circle",,,,,,"Gen_hit","Gen_hit",,0,"true",,,,170,1,0,100,,,,,,"nita_def_ulti_trail","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DummyProjectileForCTF",,2499,"sc/effects.sc",,,"projectile_small_blue","projectile_small_red",,"projectile_light","projectile_light_red",,,,"Gen_hit","Gen_hit","no_hit",0,"true","true",,,700,1,0,100,,,,,,"Gen_Trail_small","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
