"Name","Loop","FollowParent","FollowParentAngle","FollowBone","OwnScreenShake","OthersScreenShake","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","GroundBasis","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth","EffectZ"
,,,,,,,,,"ParticleEmitter",,,"Hammer_ulti_cracks",,"GroundLow","true",,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","cloud_line_1",,,"Object",,,125,,,,,,
,,,,,,,,,"ParticleEmitter",,,"leon_003_ulti_cloud",,"GroundHigh",,,130,,,,,,
,,,,,,,,,"ParticleEmitter",,,"primo_003_ulti_confetti",,"Above",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"primo_003_ulti_star",,"Above",,,100,,,,,,
"primo_003_ulti_ground_hit_red",,"true",,,200,200,,"Sound_Gen_explosion","SWF","sc/effects_brawler.sc","primo_003_ulti_after_red",,,"Above",,,100,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","primo_003_ulti_flash_red",,,"Above",,,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","primo_003_ulti_ground_red",,,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"primo_003_ulti_fragments",,"GroundHigh",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"Hammer_ulti_cracks",,"GroundLow","true",,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","cloud_line_1",,,"Object",,,125,,,,,,
,,,,,,,,,"ParticleEmitter",,,"leon_003_ulti_cloud",,"GroundHigh",,,130,,,,,,
,,,,,,,,,"ParticleEmitter",,,"primo_003_ulti_confetti_red",,"Above",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"primo_003_ulti_star",,"Above",,,100,,,,,,
"primo_003_win",,,,,,,,,"ParticleEmitter",,,"primo_003_winText",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"primo_003_win_confetti",,"GroundLow",,,80,,,,,,
"primo_003_lose",,,,,,,,,"ParticleEmitter",,,"primo_003_lose",,"Above",,,100,,,,,,
"rico_ulti_trail_twinkles",,,,,,,,,"ParticleEmitter",,,"rico_ulti_trail_twinkles",,"Above",,,,,,,,,
"rico_def_atk",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_def_atk",,"Object",,,,,,,"rico_def_atk_red",,
,,,,,,,,,"ParticleEmitter",,,"rico_def_ball_drop",,"GroundHigh","false",,,,,,,,
"rico_def_atk_red",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_def_atk_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"rico_def_ball_drop_red",,"GroundHigh","false",,,,,,,,
"rico_def_ulti",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_def_ulti",,"Object",,,,,,,"rico_def_ulti_red",,
,,,,,,,,,"ParticleEmitter",,,"rico_def_ball_drop_ulti",,"GroundHigh","false",,,,,,,,
"rico_def_ulti_red",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_def_ulti_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"rico_def_ball_drop_ulti_red",,"GroundHigh","false",,,,,,,,
"rico_def_atk_reached",,,,,,,,,"ParticleEmitter",,,"rico_def_smokeReached",,"Above",,,,,,,"rico_def_atk_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_def_atk_reached_red",,,,,,,,,"ParticleEmitter",,,"rico_def_smokeReached_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_def_ulti_reached",,,,,,,,,"ParticleEmitter",,,"rico_def_smokeReached_ulti",,"Above",,,,,,,"rico_def_ulti_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_def_ulti_reached_red",,,,,,,,,"ParticleEmitter",,,"rico_def_smokeReached_ulti_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_002_atk",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_atk",,"Object",,,,,,,"rico_002_atk_red",,
,,,,,,,,,"ParticleEmitter",,,"rico_002_popcorn_drop",,"GroundHigh","false",,,,,,,,
"rico_002_atk_red",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_atk_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"rico_002_popcorn_drop_red",,"GroundHigh","false",,,,,,,,
"rico_002_ulti",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_ulti",,"Object",,,,,,,"rico_002_ulti_red",,
,,,,,,,,,"ParticleEmitter",,,"rico_002_popcorn_drop_ulti",,"GroundHigh","false",,,,,,,,
"rico_002_ulti_red",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_002_ulti_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"rico_002_popcorn_drop_ulti_red",,"GroundHigh","false",,,,,,,,
"rico_002_atk_reached",,,,,,,,,"ParticleEmitter",,,"rico_002_smokeReached",,"Above",,,,,,,"rico_002_atk_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_002_atk_reached_red",,,,,,,,,"ParticleEmitter",,,"rico_002_smokeReached_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_002_ulti_reached",,,,,,,,,"ParticleEmitter",,,"rico_002_smokeReached_ulti",,"Above",,,,,,,"rico_002_ulti_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_002_ulti_reached_red",,,,,,,,,"ParticleEmitter",,,"rico_002_smokeReached_ulti_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_002_hit_env",,,,,,,,"Trickshot_bullet","ParticleEmitter",,,"rico_002_hitEnv_blue",,"Above",,,,,,,"rico_002_hit_env_red",,
"rico_002_hit_env_red",,,,,,,,"Trickshot_bullet","ParticleEmitter",,,"rico_002_hitEnv_red",,"Above",,,,,,,,,
"rico_002_hit_env_ulti",,,,,,,,"Trickshot_bullet","ParticleEmitter",,,"rico_002_hitEnv_ulti_blue",,"Above",,,,,,,"rico_002_hit_env_ulti_red",,
"rico_002_hit_env_ulti_red",,,,,,,,"Trickshot_bullet","ParticleEmitter",,,"rico_002_hitEnv_ulti_red",,"Above",,,,,,,,,
"rico_003_atk_trail",,,,,,,,,"ParticleEmitter",,,"rico_003_atk_particle",,"Above",,,,,,,"rico_003_atk_trail_red",,
"rico_003_atk_trail_red",,,,,,,,,"ParticleEmitter",,,"rico_003_atk_particle_red",,"Above",,,,,,,,,
"rico_003_atk",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_003_atk",,"Object",,,,,,,"rico_003_atk_red",,
,,,,,,,,,"ParticleEmitter",,,"rico_003_gems_drop",,"GroundHigh","false",,,,,,,,
"rico_003_atk_red",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_003_atk_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"rico_003_gems_drop_red",,"GroundHigh","false",,,,,,,,
"rico_003_ulti",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_003_ulti",,"Object",,,,,,,"rico_003_ulti_red",,
,,,,,,,,,"ParticleEmitter",,,"rico_003_gems_drop_ulti",,"GroundHigh","false",,,,,,,,
"rico_003_ulti_red",,,,,100,,,"Trickshot_fire","ParticleEmitter",,,"rico_003_ulti_red",,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"rico_003_gems_drop_ulti_red",,"GroundHigh","false",,,,,,,,
"rico_003_atk_reached",,,,,,,,,"ParticleEmitter",,,"rico_003_smokeReached",,"Above",,,,,,,"rico_003_atk_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_003_atk_reached_red",,,,,,,,,"ParticleEmitter",,,"rico_003_smokeReached_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_003_ulti_reached",,,,,,,,,"ParticleEmitter",,,"rico_003_smokeReached_ulti",,"Above",,,,,,,"rico_003_ulti_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rico_003_ulti_reached_red",,,,,,,,,"ParticleEmitter",,,"rico_003_smokeReached_ulti_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"rosa_def_atk_swoosh",,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_swoosh",,"Above",,,,,,,"rosa_def_atk_swoosh_red",,
"rosa_def_atk_swoosh_red",,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_swoosh_red",,"Above",,,,,,,,,
"rosa_def_atk",,"TRUE",,,,,,"Rosa_punch","SWF","sc/effects_brawler.sc","rosa_def_atk_punch",,,"Above",,,100,,,,"rosa_def_atk_red",,500
,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_leaves",,"Above",,,,,,,,,
"rosa_def_atk_red",,"TRUE",,,,,,"Rosa_punch","SWF","sc/effects_brawler.sc","rosa_def_atk_punch_red",,,"Above",,,100,,,,,,500
,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_leaves_red",,"Above",,,,,,,,,
"rosa_def_ulti",,"TRUE",,,,,,"Rosa_ulti","SWF","sc/effects_brawler.sc","rosa_def_ulti_use",,,"Above",,,120,,,,"rosa_def_ulti_red",,500
,,"TRUE",,,,,,,"SWF","sc/effects_brawler.sc","rosa_def_ulti_ground",,,"GroundHigh","TRUE",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"rosa_def_ulti_leaves",,"GroundHigh",,,,,,,,,
"rosa_def_ulti_red",,"TRUE",,,,,,"Rosa_ulti","SWF","sc/effects_brawler.sc","rosa_def_ulti_use",,,"Above",,,120,,,,,,500
,,"TRUE",,,,,,,"SWF","sc/effects_brawler.sc","rosa_def_ulti_ground",,,"GroundHigh","TRUE",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"rosa_def_ulti_leaves_red",,"GroundHigh",,,,,,,,,
"rosa_def_ulti_loop","TRUE",,,,,,,,"SWF","sc/effects_brawler.sc","rosa_def_ulti_loop",,,"Above",,,120,,,,,,500
"rosa_def_hit",,,,,,,,,"ParticleEmitter",,,"rosa_def_hit",,"Above",,,,,,,"rosa_def_hit_red",,
"rosa_def_hit_red",,,,,,,,,"ParticleEmitter",,,"rosa_def_hit_red",,"Above",,,,,,,,,
"sandy_def_atk_trail",,,,,,,,"Sandy_atk","ParticleEmitter",,,"sandy_def_atk_trail_base",,"GroundLow",,,60,,,,"sandy_def_atk_trail_red",,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_baseUpper",,"GroundHigh",,,60,,,,,,
,,,,,,,,,"ParticleEmitter",,,"cloud_flat_blue",,"GroundLow",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_stars",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_twinkle",,"Object",,,,,,,,,
"sandy_def_atk_trail_red",,,,,,,,"Sandy_atk","ParticleEmitter",,,"sandy_def_atk_trail_base_red",,"GroundLow",,,60,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_baseUpper_red",,"GroundHigh",,,60,,,,,,
,,,,,,,,,"ParticleEmitter",,,"cloud_flat_red",,"GroundLow",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_stars_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_twinkle_red",,"Object",,,,,,,,,
"sandy_def_atk_reached",,,,,,,,,"SWF","sc/effects_brawler.sc","sandy_def_atk_reached",,,"Object",,,100,,,,"sandy_def_atk_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_cloudDis",,"GroundLow",,,100,,,,,,
"sandy_def_atk_reached_red",,,,,,,,,"SWF","sc/effects_brawler.sc","sandy_def_atk_reached",,,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_cloudDis_red",,"GroundLow",,,100,,,,,,
"sandy_def_atk_hit",,,,,,,,,"SWF","sc/effects_brawler.sc","sandy_def_atk_hit_red",,,"Above",,,100,,,,"sandy_def_atk_hit_red",,
"sandy_def_atk_hit_red",,,,,,,,,"SWF","sc/effects_brawler.sc","sandy_def_atk_hit",,,"Above",,,100,,,,,,
"sandy_def_ulti_loop","FALSE",,,,,,,"Sandy_ulti","ParticleEmitter",,,"sandy_def_ulti_tornado",,"GroundHigh","true",,100,,,,"sandy_def_ulti_loop_red",,50
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_ground",,"GroundLow","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_middle",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_high",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_star",,"Object","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_twinkles",,"Object",,,100,,,,,,
"sandy_def_ulti_loop_red","FALSE",,,,,,,"Sandy_ulti","ParticleEmitter",,,"sandy_def_ulti_tornado_red",,"GroundHigh","true",,100,,,,,,50
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_ground",,"GroundLow","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_middle_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_high_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_star_red",,"Object","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_twinkles_red",,"Object",,,100,,,,,,
"sandy_def_ulti_starP1","FALSE",,,,,,,"Sandy_ulti","ParticleEmitter",,,"sandy_def_ulti_tornado",,"GroundHigh","true",,100,,,,"sandy_def_ulti_starP1_red",,50
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_ground",,"GroundLow","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_middle",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_high",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_star",,"Object","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_twinkles",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stone",,"GroundLow",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stone_bounce",,"GroundLow",,,100,,,,,,
"sandy_def_ulti_starP1_red","FALSE",,,,,,,"Sandy_ulti","ParticleEmitter",,,"sandy_def_ulti_tornado_red",,"GroundHigh","true",,100,,,,,,50
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_ground",,"GroundLow","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_middle_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_high_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_star_red",,"Object","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_twinkles_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stone",,"GroundLow",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stone_bounce",,"GroundLow",,,100,,,,,,
"sandy_def_ulti_starP2","FALSE",,,,,,,"Sandy_ulti","ParticleEmitter",,,"sandy_def_ulti_tornado",,"GroundHigh","true",,100,,,,"sandy_def_ulti_starP2_red",,50
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_ground",,"GroundLow","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_middle",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_high",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_star",,"Object","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_twinkles",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_heal",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_heal_dust",,"Object",,,100,,,,,,
"sandy_def_ulti_starP2_red","FALSE",,,,,,,"Sandy_ulti","ParticleEmitter",,,"sandy_def_ulti_tornado",,"GroundHigh","true",,100,,,,,,50
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_ground",,"GroundLow","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_middle",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_stars_high",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_star",,"Object","true",,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_twinkles",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_heal_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_heal_dust_red",,"Object",,,100,,,,,,
"sandy_def_ulti_trail",,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_trail_tornado",,"GroundHigh",,,100,,,,"sandy_def_ulti_trail_red",,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_stars",,"Above",,,75,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_twinkle",,"Above",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_trail_sleep",,"Above",,,100,,,,,,
"sandy_def_ulti_trail_red",,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_trail_tornado",,"GroundHigh",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_stars_red",,"Above",,,75,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_atk_trail_twinkle_red",,"Above",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"sandy_def_ulti_trail_sleep_red",,"Above",,,100,,,,,,
"sandy_def_ulti_explode",,,,,,,,,"SWF","sc/effects_brawler.sc","spike_003_atk1_cloud",,,"Object","true",,120,,,,"sandy_def_ulti_explode_red",,
"sandy_def_ulti_explode_red",,,,,,,,,"SWF","sc/effects_brawler.sc","spike_003_atk1_cloud_red",,,"Object","true",,120,,,,,,
"shelly_def_atk",,,,,200,,,"Shotgun","SWF","sc/effects_brawler.sc","gunSmoke_M",,,"Object",,,100,,,,,,500
,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Object",,,,,,,,,
"shelly_def_ulti",,,,,450,150,,"Utilshotgun","SWF","sc/effects_brawler.sc","shelly_def_ulti_attack_blue",,,"Object",,,100,,,,"shelly_def_ulti_red",,500
,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Object",,,,,,,,,
"shelly_def_ulti_red",,,,,450,150,,"Utilshotgun","SWF","sc/effects_brawler.sc","shelly_def_ulti_attack_red",,,"Object",,,100,,,,,,500
,,,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Object",,,,,,,,,
"shelly_def_ulti_reached",,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached_multi_ulti",,"Above",,,,,,,"shelly_def_ulti_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"shelly_def_ulti_reached_red",,,,,,,,,"ParticleEmitter",,,"gunSmoke_reached_multi_ulti_red",,"Above",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_small",,"Object",,,,,,,,,
"shelly_003_atk",,,,,200,,,"Slimey_shelly_shot","SWF","sc/effects_brawler.sc","shelly_003_atk",,,"Object",,,100,,,,"shelly_003_atk_red",,500
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_bubble_burst",,"Above",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_liquid_burst",,"Above",,,100,,,,,,
"shelly_003_atk_red",,,,,200,,,"Slimey_shelly_shot","SWF","sc/effects_brawler.sc","shelly_003_atk_red",,,"Object",,,100,,,,,,500
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_bubble_burst_red",,"Above",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_liquid_burst_red",,"Above",,,100,,,,,,
"shelly_003_atk_trail",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_trail_bubble",,"Object",,,100,,,,"shelly_003_atk_trail_red",,
"shelly_003_atk_trail_red",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_trail_bubble_red",,"Object",,,100,,,,,,
"shelly_003_atk_hit",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_ground",,"GroundHigh","true",,30,,,,"shelly_003_atk_hit_red",,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_bubble",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_hitSplat",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hit_skull",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hit",,"Object",,,100,,,,,,
"shelly_003_atk_hit_red",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_ground_red",,"GroundHigh","true",,30,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_bubble_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_hitSplat_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hit_skull_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hit_red",,"Object",,,100,,,,,,
"shelly_003_atk_reached",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_ground",,"GroundHigh","true",,30,,,,"shelly_003_atk_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_bubble",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_hitSplat",,"Object",,,100,,,,,,
"shelly_003_atk_reached_red",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_ground_red",,"GroundHigh","true",,30,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_bubble_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_hitSplat_red",,"Object",,,100,,,,,,
"shelly_003_atk_hitEnv",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hitEnv_bubble",,"Object",,,100,,,,"shelly_003_atk_hitEnv_red",,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_hitSplat",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hitEnv",,"Object",,,100,,,,,,
"shelly_003_atk_hitEnv_red",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hitEnv_bubble_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_hitSplat_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hitEnv_red",,"Object",,,100,,,,,,
"shelly_003_ulti",,,,,450,150,,"Slimey_shotgun_ulti","SWF","sc/effects_brawler.sc","shelly_003_atk",,,"Object",,,150,,,,"shelly_003_ulti_red",,500
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_bubble_burst",,"Above",,,100,,,,,,
"shelly_003_ulti_red",,,,,450,150,,"Slimey_shotgun_ulti","SWF","sc/effects_brawler.sc","shelly_003_atk_red",,,"Object",,,150,,,,,,500
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_bubble_burst_red",,"Above",,,100,,,,,,
"shelly_003_ulti_reached",,,,,,,,,"ParticleEmitter",,,"shelly_003_ulti_reached_cat",,"Above",,,100,,,,"shelly_003_ulti_reached_red",,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_ground",,"GroundHigh","true",,30,,,,,,
"shelly_003_ulti_reached_red",,,,,,,,,"ParticleEmitter",,,"shelly_003_ulti_reached_cat_red",,"Above",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_ground_red",,"GroundHigh","true",,30,,,,,,
"shelly_003_ulti_trail",,,,,,,,,"ParticleEmitter",,,"shelly_003_ulti_trail_bubble",,"Object",,,100,,,,"shelly_003_ulti_trail_red",,
"shelly_003_ulti_trail_red",,,,,,,,,"ParticleEmitter",,,"shelly_003_ulti_trail_bubble_red",,"Object",,,100,,,,,,
"shelly_003_ulti_hit",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_ground",,"GroundHigh","true",,30,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_bubble",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_hitSplat",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hit_skull",,"Object",,,120,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hit",,"Object",,,130,,,,,,
"shelly_003_ulti_hit_red",,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_ground_red",,"GroundHigh","true",,30,,,,"shelly_003_ulti_hit",,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_reached_bubble_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_hitSplat_red",,"Object",,,100,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hit_skull_red",,"Object",,,120,,,,,,
,,,,,,,,,"ParticleEmitter",,,"shelly_003_atk_hit_red",,"Object",,,130,,,,,,
"spike_def_atk1_explosion",,,,,200,50,,"Cactus_explo","ParticleEmitter",,,"spike_def_atk1_fragments",,"Object",,,,,,,"spike_def_atk1_explosion_red",,
,,,,,,,,,"SWF","sc/effects_brawler.sc","spike_def_atk1_ground",,,"GroundHigh","true",,,,,,,,
,,,,,,,,,"SWF","sc/effects_brawler.sc","spike_def_atk1_cloud",,,"Object",,,,,,,,,
,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Above",,,,,,,,,
